taxon_original;harmonized_taxon_names;revised_harmonized_taxon_name
Navicula veneta;Navicula veneta;Navicula veneta
Navicula veneta;Navicula veneta;Navicula veneta
Navicula veneta;Navicula veneta;Navicula veneta
Navicula venetoides;Navicula venetoides;Navicula venetoides
Navicula vilaplanii;Navicula vilaplanii;Navicula vilaplanii
Navicula viridula;Navicula viridula;Navicula viridula
Navicula  viridula (Ktz.). emend. V. H. var. viridula;Navicula viridula;Navicula viridula
Navicula viridula;Navicula viridula;Navicula viridula
Navicula viridula ;Navicula viridula;Navicula viridula
Navicula viridula;Navicula viridula;Navicula viridula
Navicula viridula;Navicula viridula;Navicula viridula
Navicula viridula;Navicula viridula;Navicula viridula
Navicula viridula;Navicula viridula;Navicula viridula
Navicula  viridula var. 1 (35æm, 11æm, 9 striae/10æm);Navicula viridula var 1;Navicula viridula var. 1
Navicula viridula var. avenacea (Breb. ex Grun.) V. H.;Navicula viridula var avenacea;Navicula viridula var. avenacea
Navicula  viridula var. linearis Hust.;Navicula viridula var linearis;Navicula viridula var. linearis
Navicula viridula var. linearis;Navicula viridula var linearis;Navicula viridula var. linearis
Navicula viridulacalcis;Navicula viridulacalcis;Navicula viridulacalcis
Navicula viridulacalcis;Navicula viridulacalcis;Navicula viridulacalcis
Navicula viridulacalcis;Navicula viridulacalcis;Navicula viridulacalcis
Navicula  vulpina Ktz. var. vulpina;Navicula vulpina;Navicula vulpina
Navicula vulpina;Navicula vulpina;Navicula vulpina
Navicula vulpina;Navicula vulpina;Navicula vulpina
Navicula walkeri;Navicula walkeri;Navicula walkeri
Naviculadicita cf utermoehlii;Naviculadicita cf utermoehlii;Naviculadicita cf. utermoehlii
Naviculadicta absoluta;Naviculadicta absoluta;Naviculadicta absoluta
Naviculadicta absoluta;Naviculadicta absoluta;Naviculadicta absoluta
Navicula absoluta;Naviculadicta absoluta;Naviculadicta absoluta
Naviculadicta cf bacilloides;Naviculadicta cf bacilloides;Naviculadicta cf. bacilloides
Naviculadicta chilensis;Naviculadicta chilensis;Naviculadicta chilensis
Naviculadicta chilensis;Naviculadicta chilensis;Naviculadicta chilensis
Naviculadicta sp.1 DESAGUADERO;Naviculadicta sp.1 DESAGUADERO;Naviculadicta sp.1 DESAGUADERO
Naviculadicta sp.1 HUAMANMARCA;Naviculadicta sp.1 HUAMANMARCA;Naviculadicta sp.1 HUAMANMARCA
Naviculadicta sp.1 SARA COCHA;Naviculadicta sp.1 SARA COCHA;Naviculadicta sp.1 SARA COCHA
Naviculadicta spp;Naviculadicta spp.;Naviculadicta spp.
Naviculadicta spp;Naviculadicta spp.;Naviculadicta spp.
Naviculadicta utermoehlii;Naviculadicta utermoehlii;Naviculadicta utermoehlii
Naviculadicta utermoehlii;Naviculadicta utermoehlii;Naviculadicta utermoehlii
Navicymbula pusilla;Navicymbula pusilla;Navicymbula pusilla
Navicymbula pusilla;Navicymbula pusilla;Navicymbula pusilla
Cymbella pusilla;Navicymbula pusilla;Navicymbula pusilla
Navicymbula pusilla;Navicymbula pusilla;Navicymbula pusilla
Navicymbulla pusilla;Navicymbula pusilla;Navicymbula pusilla
Navicymbulla pusilla;Navicymbula pusilla;Navicymbula pusilla
Cymbella  pusilla Grun. var. pusilla;Navicymbula pusilla;Navicymbula pusilla
Cymbella pusilla ;Navicymbula pusilla;Navicymbula pusilla
Navicymbula pusilla;Navicymbula pusilla;Navicymbula pusilla
Navicela pusilla;Navicymbula pusilla;Navicymbula pusilla
Navicymbula pusilla;Navicymbula pusilla;Navicymbula pusilla
Cymbella pusilla;Navicymbula pusilla;Navicymbula pusilla
Cymbella pusilla;Navicymbula pusilla;Navicymbula pusilla
Neidium  affine (Ehr.) Pfitz. var. affine;Neidium affine;Neidium affine
Neidium  affine var. amphirhynchus (Ehr.) Cl.;Neidium affine var amphirhynchus;Neidium affine var. amphirhynchus
Neidium  affine var. humerus Reim.;Neidium affine var humerus;Neidium affine var. humerus
Neidium  affine var. 1 (40æm, 12-13æm, 22-24 striae/10æm);Neidium affine var1;Neidium affine var.1
Neidium  amphigomphus Ehr. var. amphigomphus;Neidium amphigomphus;Neidium amphigomphus
Neidium ampliatum;Neidium ampliatum;Neidium ampliatum
Neidium ampliatum;Neidium ampliatum;Neidium ampliatum
Neidium  ampliatum(Ehr.)Krammer;Neidium ampliatum;Neidium ampliatum
Neidium ampliatum;Neidium ampliatum;Neidium ampliatum
Neidium ampliatum;Neidium ampliatum;Neidium ampliatum
Neidium ampliatum;Neidium ampliatum;Neidium ampliatum
Neidium apiculatum;Neidium apiculatum;Neidium apiculatum
Neidium bisulcatum;Neidium bisulcatum;Neidium bisulcatum
Neidium bisulcatum;Neidium bisulcatum;Neidium bisulcatum
Neidium bisulcatum;Neidium bisulcatum;Neidium bisulcatum
Neidium  bisulcatum (Lar.) Cl. var. bisulcatum;Neidium bisulcatum;Neidium bisulcatum
Neidium bisulcatum;Neidium bisulcatum;Neidium bisulcatum
Neidium bisulcatum;Neidium bisulcatum;Neidium bisulcatum
Neidium bisulcatum;Neidium bisulcatum;Neidium bisulcatum
Neidium  bisulcatum var. baicalense (S. & M.) Reim  ;Neidium bisulcatum var baicalense;Neidium bisulcatum var. baicalense
Neidium cf. hercynecus;Neidium cf hercynicum;Neidium cf. hercynicum
Neidium cf. hercynicum;Neidium cf hercynicum;Neidium cf. hercynicum
Navicula cf. herynicum;Neidium cf. herynicum;Neidium cf. herynicum
Neidium densestriatum;Neidium densestriatum;Neidium densestriatum
Neidium dubium;Neidium dubium;Neidium dubium
Neidium dubium;Neidium dubium;Neidium dubium
Neidium  floridanum Reim. var. floridanum;Neidium floridanum;Neidium floridanum
Neidium hercynicum;Neidium hercynicum;Neidium hercynicum
Neidium hercynicum;Neidium hercynicum;Neidium hercynicum
Neidium hercynicum;Neidium hercynicum;Neidium hercynicum
Neidium  hercynicum var. hercynicum f. subrostratum Wllc.;Neidium hercynicum f subrostratum;Neidium hercynicum f subrostratum
Neidium iridis;Neidium iridis;Neidium iridis
Neidium  iridis (Ehr.) Cl. var. iridis;Neidium iridis;Neidium iridis
Neidium iridis;Neidium iridis;Neidium iridis
Neidium  iridis var. amphigomphus (Ehr.) Mayer;Neidium iridis var amphigomphus;Neidium iridis var. amphigomphus
Neidium iridis var. Amphigomphus;Neidium iridis var amphigomphus;Neidium iridis var. amphigomphus
Neidium longiceps (Gregory) Ross;Neidium longiceps;Neidium longiceps
Neidium  maximum (Cl.) Meist. var. 1 (160æm, 30æm, 16 striae/10æm);Neidium maximum;Neidium maximum
Neidium  oblique striata A. S. var. oblique striata;Neidium oblique;Neidium oblique
Neidium productum;Neidium productum;Neidium productum
Neidium  productum (W. Sm.) Cl. var. productum;Neidium productum;Neidium productum
Neidium sacoense Reim. var. sacoense;Neidium sacoense;Neidium sacoense
Neidium sp. 1;Neidium sp.1;Neidium sp.1
Neidium sp.1 MISKI;Neidium sp.1 MISKI;Neidium sp.1 MISKI
Neidium sp.1 RINONCOCHA;Neidium sp.1 RINONCOCHA;Neidium sp.1 RINONCOCHA
Neidium sp.1 VERMELHA;Neidium sp.1 VERMELHA;Neidium sp.1 VERMELHA
Neidium sp;Neidium spp.;Neidium spp.
Neidium spp;Neidium spp.;Neidium spp.
Neidium spp;Neidium spp.;Neidium spp.
Neidium spp;Neidium spp.;Neidium spp.
Neidium spp.;Neidium spp.;Neidium spp.
Nitzschia accedens chilensis;Nitzschia accedens var chilensis;Nitzschia accedens var. chilensis
Nitzschia accedens chilensis;Nitzschia accedens var chilensis;Nitzschia accedens var. chilensis
Nitzschia  acicularis(Kutz.)W.Smith;Nitzschia acicularis;Nitzschia acicularis
Nitzschia acicularis;Nitzschia acicularis;Nitzschia acicularis
Nitzschia acicularis;Nitzschia acicularis;Nitzschia acicularis
Nitzschia acidoclinata;Nitzschia acidoclinata;Nitzschia acidoclinata
Nitzschia acidoclinata;Nitzschia acidoclinata;Nitzschia acidoclinata
Nitzschia acidoclinata Lange-Bertalot;Nitzschia acidoclinata;Nitzschia acidoclinata
Nitzschia acidoclinata Lange-Bertalot;Nitzschia acidoclinata;Nitzschia acidoclinata
Nitzschia  acuta (Van Heurck) var. acuta;Nitzschia acuta;Nitzschia acuta
Nizschia acuta;Nitzschia acuta;Nitzschia acuta
Nitzschia adamata;Nitzschia adamata;Nitzschia adamata
Nitzschia aqueorea;Nitzschia aequorea;Nitzschia aequorea
Nitzschia aequorea;Nitzschia aequorea;Nitzschia aequorea
Nitzschia aff. dissipata;Nitzschia aff dissipata;Nitzschia aff. dissipata
Nitzschia aff. nanana;Nitzschia aff nanana;Nitzschia aff. nanana
Nitzschia aff rostellata;Nitzschia aff rostellata;Nitzschia aff. rostellata
Nitzschia aff semirobusta;Nitzschia aff semirobusta;Nitzschia aff. semirobusta
Nitzschia aff semirobusta;Nitzschia aff semirobusta;Nitzschia aff. semirobusta
Nitzschia aff semirobusta;Nitzschia aff semirobusta;Nitzschia aff. semirobusta
Nitzschia aff. subacicularis Hustedt  ;Nitzschia aff subacicularis;Nitzschia aff. subacicularis
Nitzschia aff terrestris;Nitzschia aff terrestris;Nitzschia aff. terrestris
Nitzschia agnita;Nitzschia agnita;Nitzschia agnita
Nitzschia agnita;Nitzschia agnita;Nitzschia agnita
Nitzschia agnita;Nitzschia agnita;Nitzschia agnita
Nitzschia agnita;Nitzschia agnita;Nitzschia agnita
Nitzschia alpina;Nitzschia alpina;Nitzschia alpina
Nitzschia alpina;Nitzschia alpina;Nitzschia alpina
Nitzschia alpina;Nitzschia alpina;Nitzschia alpina
Nitzschia alpina;Nitzschia alpina;Nitzschia alpina
Nitzschia alpina;Nitzschia alpina;Nitzschia alpina
Nitzschia alpina;Nitzschia alpina;Nitzschia alpina
Nitzschia alpina;Nitzschia alpina;Nitzschia alpina
Nitzschia alpinobacillum;Nitzschia alpinobacillum;Nitzschia alpinobacillum
Nitzschia alpinobacillum;Nitzschia alpinobacillum;Nitzschia alpinobacillum
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitszschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzsschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia  amphibia Grun. var. amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia ampibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia Grunow;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibia;Nitzschia amphibia;Nitzschia amphibia
Nitzschia amphibioides;Nitzschia amphibioides;Nitzschia amphibioides
Nitzschia amphibioides;Nitzschia amphibioides;Nitzschia amphibioides
Nitzschia amphibiodes;Nitzschia amphibioides;Nitzschia amphibioides
Nitzschia  angustata var. acuta Grun.;Nitzschia angustata var acuta;Nitzschia angustata var. acuta
Nitzschia  angustata var. producta Pant.;Nitzschia angustata var producta;Nitzschia angustata var. producta
Nitzschia archibaldii;Nitzschia archibaldii;Nitzschia archibaldii
Nitzschia archivaldii;Nitzschia archibaldii;Nitzschia archibaldii
Nitzschia archibaldii;Nitzschia archibaldii;Nitzschia archibaldii
Nitzschia archibaldii Lange-Bertalot;Nitzschia archibaldii;Nitzschia archibaldii
Nitzschia aurariae;Nitzschia aurariae;Nitzschia aurariae
Nitzschia aurariae;Nitzschia aurariae;Nitzschia aurariae
Nitzschia austriaca Hustedt  ;Nitzschia austriaca;Nitzschia austriaca
Nitzschia bacillum;Nitzschia bacillum;Nitzschia bacillum
Nitzschia bacillum Hustedt  ;Nitzschia bacillum;Nitzschia bacillum
Nitzschia bacillum;Nitzschia bacillum;Nitzschia bacillum
Nitzschia beagleana ;Nitzschia beagleana;Nitzschia beagleana
Nitzschia biacrula Hohn et Hellerman;Nitzschia biacrula;Nitzschia biacrula
Nitzschia boliviana;Nitzschia boliviana;Nitzschia boliviana
Nitzschia boliviana;Nitzschia boliviana;Nitzschia boliviana
Nitzschia boliviana Morales et Vis;Nitzschia boliviana;Nitzschia boliviana
Nitszchia brevissima;Nitzschia brevissima;Nitzschia brevissima
Nitzschia brevissima;Nitzschia brevissima;Nitzschia brevissima
Nitzschia bryophila;Nitzschia bryophila;Nitzschia bryophila
Nitzschia bryophila;Nitzschia bryophila;Nitzschia bryophila
Nitzschia calida Grunow   ;Nitzschia calida;Nitzschia calida
Nitzschia capitellata;Nitzschia capitellata;Nitzschia capitellata
Nitzschia capitellata;Nitzschia capitellata;Nitzschia capitellata
Nitzschia capitellata Hust. var. capitellata;Nitzschia capitellata;Nitzschia capitellata
Nitzschia cf acidoclinata;Nitzschia cf acidoclinata;Nitzschia cf. acidoclinata
Nitzschia cf. agnita Hustedt;Nitzschia cf agnita;Nitzschia cf. agnita
Nitzschia cf alpina;Nitzschia cf alpina;Nitzschia cf. alpina
Nitzschia cf. angustata;Nitzschia cf angustata;Nitzschia cf. angustata
Nitzschia cf archibaldii;Nitzschia cf archibaldii;Nitzschia cf. archibaldii
Nitzschia cf archibaldii;Nitzschia cf archibaldii;Nitzschia cf. archibaldii
Nitzschia cf archibaldii;Nitzschia cf archibaldii;Nitzschia cf. archibaldii
Nitzschia cf aurarirae;Nitzschia cf aurarirae;Nitzschia cf. aurarirae
Nitzschia cf bacillum;Nitzschia cf bacillum;Nitzschia cf. bacillum
Nitzschia cf boliviana;Nitzschia cf boliviana;Nitzschia cf. boliviana
Nitzschia cf boliviana;Nitzschia cf boliviana;Nitzschia cf. boliviana
Nitzschia cf elliptica;Nitzschia cf elliptica;Nitzschia cf. elliptica
Nitzschia cf fonticola;Nitzschia cf fonticola;Nitzschia cf. fonticola
Nitzschia cf frustulum;Nitzschia cf frustulum;Nitzschia cf. frustulum
Nitzschia cf frustulum;Nitzschia cf frustulum;Nitzschia cf. frustulum
Nitzschia cf. incognita;Nitzschia cf incognita;Nitzschia cf. incognita
Nitzschia cf incognita;Nitzschia cf incognita;Nitzschia cf. incognita
Nitzschia cf. inconspicua;Nitzschia cf inconspicua;Nitzschia cf. inconspicua
Nitzschia cf inconspicua;Nitzschia cf inconspicua;Nitzschia cf. inconspicua
Nitzschia cf. inconspicua Grunow;Nitzschia cf inconspicua;Nitzschia cf. inconspicua
Nitzschia cf microcephala;Nitzschia cf microcephala;Nitzschia cf. microcephala
Nitzschia cf neotropica;Nitzschia cf neotropica;Nitzschia cf. neotropica
Nitzschia cf neotropica;Nitzschia cf neotropica;Nitzschia cf. neotropica
Nitzschia cf palea;Nitzschia cf palea;Nitzschia cf. palea
Nitzschia cf. palea;Nitzschia cf palea;Nitzschia cf. palea
Nitzschia cf palea;Nitzschia cf palea;Nitzschia cf. palea
Nitzschia cf palea;Nitzschia cf palea;Nitzschia cf. palea
Nitzschia cf palea;Nitzschia cf palea;Nitzschia cf. palea
Nitzschia cf palea;Nitzschia cf palea;Nitzschia cf. palea
Nitzschia cf palea debilis;Nitzschia cf palea var debilis;Nitzschia cf. palea var. debilis
Nitzschia cf palea debilis;Nitzschia cf palea var debilis;Nitzschia cf. palea var. debilis
Nitzschia cf palea debilis;Nitzschia cf palea var debilis;Nitzschia cf. palea var. debilis
Nitzschia cf perminuta;Nitzschia cf perminuta;Nitzschia cf. perminuta
Nitzschia cf perminuta;Nitzschia cf perminuta;Nitzschia cf. perminuta
Nitzschia cf perminuta;Nitzschia cf perminuta;Nitzschia cf. perminuta
Nitzschia cf perminuta;Nitzschia cf perminuta;Nitzschia cf. perminuta
Nitzschia cf. perminuta (Grunow) Peragallo;Nitzschia cf perminuta;Nitzschia cf. perminuta
Nitzschia cf pusilla;Nitzschia cf pusilla;Nitzschia cf. pusilla
Nitzschia cf recta;Nitzschia cf recta;Nitzschia cf. recta
Nitzschia cf subtilioides;Nitzschia cf subtilioides;Nitzschia cf. subtilioides
Nitzschia cf suchlandtii;Nitzschia cf suchlandtii;Nitzschia cf. suchlandtii
Nitzschia cf suchlandtii;Nitzschia cf suchlandtii;Nitzschia cf. suchlandtii
Nitzschia cf suchlandtii;Nitzschia cf suchlandtii;Nitzschia cf. suchlandtii
Nitzschia cf suchlandtii;Nitzschia cf suchlandtii;Nitzschia cf. suchlandtii
Nitzschia cf tropica;Nitzschia cf tropica;Nitzschia cf. tropica
Nitzschia cf. tubicola Grunow;Nitzschia cf tubicola;Nitzschia cf. tubicola
Nitzschia chungara;Nitzschia chungara;Nitzschia chungara
Nitzschia chungara;Nitzschia chungara;Nitzschia chungara
Nitzschia chungara;Nitzschia chungara;Nitzschia chungara
Nitzschia chungara;Nitzschia chungara;Nitzschia chungara
Nitzschia chungara;Nitzschia chungara;Nitzschia chungara
Nitzschia halloyi Maidana & Herbst ;Nitzschia chungara;Nitzschia chungara
Nitzschia clandestina Manguin;Nitzschia clandestina;Nitzschia clandestina
Nitzschia  clausii Hant. var. clausii   ;Nitzschia clausii;Nitzschia clausii
Nitzschia clausii;Nitzschia clausii;Nitzschia clausii
Nitzschia communis;Nitzschia communis;Nitzschia communis
Nitzschia communis;Nitzschia communis;Nitzschia communis
Nitzschia  communis Rabh. var. communis;Nitzschia communis;Nitzschia communis
Nitzschia communis var. Hyalina;Nitzschia communis var. hyalina;Nitzschia communis var. hyalina
Nitzschia commutata;Nitzschia commutata;Nitzschia commutata
Nitzschia commutata;Nitzschia commutata;Nitzschia commutata
Nitzschia commutata Grun. var. commutata;Nitzschia commutata;Nitzschia commutata
Nitzschia compressa compressa;Nitzschia compressa;Nitzschia compressa
Nitzschia compresa (Bailey) Boyer  ;Nitzschia compressa;Nitzschia compressa
Nitzschia compressa compressa;Nitzschia compressa;Nitzschia compressa
Nitzschia confinis;Nitzschia confinis;Nitzschia confinis
Nitzschia confinis var. Maxima;Nitzschia confinis var maxima;Nitzschia confinis var. maxima
Nitzschia dealpina;Nitzschia dealpina;Nitzschia dealpina
Nitzschia dealpina;Nitzschia dealpina;Nitzschia dealpina
Nitzschia dissipata;Nitzschia dissipata;Nitzschia dissipata
Nitzschia dissipata;Nitzschia dissipata;Nitzschia dissipata
Nitzschia dissipata;Nitzschia dissipata;Nitzschia dissipata
Nitzschia dissipata;Nitzschia dissipata;Nitzschia dissipata
Nitzschia dissipata;Nitzschia dissipata;Nitzschia dissipata
Nitzschia dissipata (Ktz.) Grun. var. dissipata;Nitzschia dissipata;Nitzschia dissipata
Nitzschia dissipata;Nitzschia dissipata;Nitzschia dissipata
Nitzschia dissipata;Nitzschia dissipata;Nitzschia dissipata
Nitzschia dissipata;Nitzschia dissipata;Nitzschia dissipata
