id;CollectionName;Country;Collector-Analyst;Year;SiteName;SampleType;Habitat;Substrate;code_original;code;region;Lat DD S;Long DD W;EnvironmentalData (1=yes/2=no);Mud;Slides;Count;Observations
265;Mayle-Beni,Pantanal;Bolivia;Mayle;2001;Lagoon Mandiore;surface sediment;Lake;epipelon;;Myl-P-LagnMndr;Pantanal;-18,1;-57,55;1;1;0;1;COUNTED
266;Mayle-Beni,Pantanal;Bolivia;Mayle;2001;Lagoon Gaiba;surface sediment;Lake;epipelon;;Myl-P-LagoonGb;Pantanal;-17,783;-57,717;1;1;0;1;COUNTED
267;Smol-MicheluttiEcuador;Ecuador;Smol-Michelutti;2014;Llaviucu;core top;Lake;;;Sml-McE_Llaviacu;Ecuador-Andean;-2,843;-79,146;1;1;0;1;"Llaviacu=Surocucho; duplicate Miriam"
268;Smol-MicheluttiEcuador;Ecuador;Smol-Michelutti;2014;Patoquinuas;surface sediment;Lake;epipelon;;Sml-McE_Patoquns;Ecuador-Andean;-2,782;-79,209;1;1;1;1;
269;Smol-MicheluttiEcuador;Ecuador;Smol-Michelutti;2014;Fondococha;surface sediment;Lake;epipelon;;Sml-McE_FondCoch;Ecuador-Andean;-2,76;-79,236;1;1;1;1;
270;Smol-MicheluttiEcuador;Ecuador;Smol-Michelutti;2014;Toreadora;core top;Lake;;;Sml-McE_Toreador;Ecuador-Andean;-2,78;-79,224;1;1;0;1;"Michelluti et al 2015 PlosOne; duplicate Miriam"
271;Smol-MicheluttiEcuador;Ecuador;Smol-Michelutti;2014;Illincocha;surface sediment;Lake;epipelon;;Sml-McE_Illincch;Ecuador-Andean;-2,78;-79,231;1;0;0;0;duplicate Miriam
272;Smol-MicheluttiEcuador;Ecuador;Smol-Michelutti;2014;Lagunas de Napalé ;surface sediment;Lake;epipelon;;Sml-McE_LgnsdNpl;Ecuador-Andean;-2,887;-79,297;1;1;1;1;
273;Smol-MicheluttiEcuador;Ecuador;Smol-Michelutti;2014;Cajas Pond 1;surface sediment;Lake;epipelon;;Sml-McE_CajsPnd1;Ecuador-Andean;-2,793;-79,245;1;0;0;0;
274;Smol-MicheluttiEcuador;Ecuador;Smol-Michelutti;2014;Larga;surface sediment;Lake;epipelon;;Sml-McE_Larga;Ecuador-Andean;-2,793;-79,245;1;0;0;0;
275;Smol-MicheluttiEcuador;Ecuador;Smol-Michelutti;2014;Lado de Larga;surface sediment;Lake;epipelon;;Sml-McE_LaddLarg;Ecuador-Andean;-2,793;-79,246;1;0;0;0;
276;Smol-MicheluttiEcuador;Ecuador;Smol-Michelutti;2014;Negra-Cajas;surface sediment;Lake;epipelon;;Sml-McE_Negra;Ecuador-Andean;-2,784;-79,243;1;0;0;0;
277;Smol-MicheluttiEcuador;Ecuador;Smol-Michelutti;2014;Apicocha;surface sediment;Lake;epipelon;;Sml-McE_Apicocha;Ecuador-Andean;-2,781;-79,22;1;1;1;1;duplicate Miriam
278;Smol-MicheluttiEcuador;Ecuador;Smol-Michelutti;2015;Dos Chorreras;core top;Lake;;;Sml-McE_ChrrrsLk;Ecuador-Andean;-2,77;-79,16;1;0;0;1;Michelluti et al 2015 PlosOne
279;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;15.V.96-1;Titicac_Ttcc-l-1a;Titicaca-lake;-16,222;-69,147;0;0;1;1;Only sechi depth and water depth
280;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;15.V.96-2;Titicac_Ttcc-l-1b;Titicaca-lake;-16,222;-69,147;0;0;1;1;Only sechi depth and water depth
281;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;18.V.96-1;Titicac_Ttcc-l-2a;Titicaca-lake;-16,187;-69,163;0;0;1;1;Only sechi depth and water depth
282;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;18.V.96-2;Titicac_Ttcc-l-2b;Titicaca-lake;-16,187;-69,163;0;0;1;1;Only sechi depth and water depth
283;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;21.V.96-1;Titicac_Ttcc-l-3a;Titicaca-lake;-15,259;-69,211;0;0;1;1;Only sechi depth and water depth
284;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;21.V.96-2;Titicac_Ttcc-l-3b;Titicaca-lake;-15,259;-69,211;0;0;1;1;Only sechi depth and water depth
285;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;22.V.96-1;Titicac_Ttcc-l-4a;Titicaca-lake;-15,532;-69,619;0;0;1;1;Only sechi depth and water depth
286;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;22.V.96-2;Titicac_Ttcc-l-4b;Titicaca-lake;-15,532;-69,619;0;0;1;1;Only sechi depth and water depth
287;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;23.V.96-1;Titicac_Ttcc-l-5a;Titicaca-lake;-15,374;-69,068;0;0;1;1;Only sechi depth and water depth
288;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;23.V.96-2;Titicac_Ttcc-l-5b;Titicaca-lake;-15,374;-69,068;0;0;1;1;Only sechi depth and water depth
289;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;24.V.96-1;Titicac_Ttcc-l-6;Titicaca-lake;-15,826;-69,755;0;0;1;1;Only sechi depth and water depth
290;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;24.V.96-2;Titicac_Ttcc-l-7;Titicaca-lake;-15,826;-69,753;0;0;1;1;Only sechi depth and water depth
291;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;25.V.96-1;Titicac_Ttcc-l-8a;Titicaca-lake;-16,043;-69,32;0;0;1;1;Only sechi depth and water depth
292;Titicaca;Bolivia-Peru;Tapia-Fritz;1996;Titicaca-lake;modern;Lake;phytoplankton;25.V.96-2;Titicac_Ttcc-l-8b;Titicaca-lake;-16,043;-69,32;0;0;1;1;Only sechi depth and water depth
293;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;03.VI.97-1;Titicac_Ttcc-l-9;Titicaca-lake;-15,827;-69,749;0;0;1;1;Only sechi depth and water depth
294;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;05.VI.97-7;Titicac_Ttcc-l-10a;Titicaca-lake;-15,916;-69,656;0;0;1;1;Only sechi depth and water depth
295;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;05.VI.97-8*;Titicac_Ttcc-l-10b;Titicaca-lake;-15,916;-69,656;0;0;1;1;Only sechi depth and water depth
296;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;05.VI.97-9*;Titicac_Ttcc-l-10c;Titicaca-lake;-15,916;-69,656;0;0;1;1;Only sechi depth and water depth
297;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;05.VI.97-10;Titicac_Ttcc-l-11;Titicaca-lake;-15,842;-69,605;0;0;1;1;Only sechi depth and water depth
298;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;05.VI.97-11*;Titicac_Ttcc-l-12a;Titicaca-lake;-15,843;-69,605;0;0;1;1;Only sechi depth and water depth
299;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;05.VI.97-12*;Titicac_Ttcc-l-12b;Titicaca-lake;-15,843;-69,605;0;0;1;1;Only sechi depth and water depth
300;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;05.VI.97-13;Titicac_Ttcc-l-13a;Titicaca-lake;-15,655;-69,521;0;0;1;1;Only sechi depth and water depth
301;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;05.VI.97-14*;Titicac_Ttcc-l-13b;Titicaca-lake;-15,655;-69,521;0;0;1;1;Only sechi depth and water depth
302;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;05.VI.97-15*;Titicac_Ttcc-l-13c;Titicaca-lake;-15,655;-69,521;0;0;1;1;Only sechi depth and water depth
303;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;06.VI.97-1;Titicac_Ttcc-l-14;Titicaca-lake;-15,52;-69,507;0;0;1;1;Only sechi depth and water depth
304;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;06.VI.97-2;Titicac_Ttcc-l-15;Titicaca-lake;-15,529;-69,533;0;0;1;1;Only sechi depth and water depth
305;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;06.VI.97-3;Titicac_Ttcc-l-16;Titicaca-lake;-15,547;-69,564;0;0;1;1;Only sechi depth and water depth
306;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;06.VI.97-4;Titicac_Ttcc-l-17;Titicaca-lake;-15,564;-69,651;0;0;1;1;Only sechi depth and water depth
307;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;06.VI.97-5;Titicac_Ttcc-l-18;Titicaca-lake;-15,578;-69,668;0;0;1;1;Only sechi depth and water depth
308;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;06.VI.97-6;Titicac_Ttcc-l-19;Titicaca-lake;-15,593;-69,722;0;0;1;1;Only sechi depth and water depth
309;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;06.VI.97-7;Titicac_Ttcc-l-20;Titicaca-lake;-15,78;-69,57;0;0;1;1;Only sechi depth and water depth
310;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;06.VI.97-8;Titicac_Ttcc-l-21;Titicaca-lake;-15,939;-69,429;0;0;1;1;Only sechi depth and water depth
311;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;07.VI.97-1;Titicac_Ttcc-l-22a;Titicaca-lake;-16,131;-69,315;0;0;1;1;Only sechi depth and water depth
312;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;07.VI.97-2*;Titicac_Ttcc-l-22b;Titicaca-lake;-16,131;-69,315;0;0;1;1;Only sechi depth and water depth
313;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;07.VI.97-3*;Titicac_Ttcc-l-22c;Titicaca-lake;-16,131;-69,315;0;0;1;1;Only sechi depth and water depth
314;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;07.VI.97-4;Titicac_Ttcc-l-23a;Titicaca-lake;-15,999;-69,437;0;0;1;1;Only sechi depth and water depth
315;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;07.VI.97-5*;Titicac_Ttcc-l-23b;Titicaca-lake;-15,999;-69,437;0;0;1;1;Only sechi depth and water depth
316;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;07.VI.97-6;Titicac_Ttcc-l-24;Titicaca-lake;-16;-69,419;0;0;1;1;Only sechi depth and water depth
317;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;07.VI.97-7;Titicac_Ttcc-l-25;Titicaca-lake;-15,989;-69,379;0;0;1;1;Only sechi depth and water depth
318;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;07.VI.97-8;Titicac_Ttcc-l-26;Titicaca-lake;-15,951;-69,267;0;0;1;1;Only sechi depth and water depth
319;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;08.VI.97-1;Titicac_Ttcc-l-27a;Titicaca-lake;-16,033;-69,115;0;0;1;1;Only sechi depth and water depth
320;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;08.VI.97-2;Titicac_Ttcc-l-27b;Titicaca-lake;-16,033;-69,115;0;0;1;1;Only sechi depth and water depth
321;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;modern;Lake;phytoplankton;08.VI.97-4;Titicac_Ttcc-l-28;Titicaca-lake;-16,207;-68,685;0;0;1;1;Only sechi depth and water depth
322;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;modern;Lake;phytoplankton;22.V.98-1;Titicac_Ttcc-l-29;Titicaca-lake;-16,092;-69,176;0;0;1;1;Only sechi depth and water depth
323;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;modern;Lake;phytoplankton;23.V.98-1;Titicac_Ttcc-l-30;Titicaca-lake;-16,175;-69,178;0;0;1;1;Only sechi depth and water depth
324;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;modern;Lake;phytoplankton;23.V.98-2;Titicac_Ttcc-l-31;Titicaca-lake;-16,248;-69,137;0;0;1;1;Only sechi depth and water depth
325;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;modern;Lake;phytoplankton;23.V.98-3;Titicac_Ttcc-l-32;Titicaca-lake;-16,243;-69,141;0;0;1;1;Only sechi depth and water depth
326;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;modern;Lake;phytoplankton;23.V.98-4;Titicac_Ttcc-l-33;Titicaca-lake;-16,181;-69,177;0;0;1;1;Only sechi depth and water depth
327;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;modern;Lake;phytoplankton;26.V.98-1;Titicac_Ttcc-l-34;Titicaca-lake;-15,957;-69,439;0;0;1;1;Only sechi depth and water depth
328;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;modern;Lake;phytoplankton;27.V.98-1;Titicac_Ttcc-l-35;Titicaca-lake;-15,807;-69,702;0;0;1;1;Only sechi depth and water depth
329;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;modern;Lake;phytoplankton;27.V.98-2;Titicac_Ttcc-l-36;Titicaca-lake;-15,775;-69,867;0;0;1;1;Only sechi depth and water depth
330;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;modern;Lake;phytoplankton;29.V.98-1;Titicac_Ttcc-l-37;Titicaca-lake;-16,197;-68,859;0;0;1;1;Only sechi depth and water depth
331;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;04.VI.97-1;Titicac_Ttcc-s-1;Titicaca-lake;-15,888;-69,769;1;0;1;1;Only water depth
332;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;04.VI.97-2;Titicac_Ttcc-s-2;Titicaca-lake;-15,887;-69,767;1;0;1;1;Only water depth
333;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;04.VI.97-3;Titicac_Ttcc-s-3;Titicaca-lake;-15,885;-69,766;1;0;1;1;Only water depth
334;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;04.VI.97-4;Titicac_Ttcc-s-4;Titicaca-lake;-15,885;-69,766;1;0;1;1;Only water depth
335;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;04.VI.97-5;Titicac_Ttcc-s-5;Titicaca-lake;-15,885;-69,766;1;0;1;1;Only water depth
336;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;04.VI.97-6;Titicac_Ttcc-s-6;Titicaca-lake;-15,884;-69,765;1;0;1;1;Only water depth
337;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;04.VI.97-7;Titicac_Ttcc-s-7;Titicaca-lake;-15,878;-69,759;1;0;1;1;Only water depth
338;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;04.VI.97-8;Titicac_Ttcc-s-8;Titicaca-lake;-15,873;-69,758;1;0;1;1;Only water depth
339;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;05.VI.97-1;Titicac_Ttcc-s-9;Titicaca-lake;-15,947;-69,562;1;0;1;1;Only water depth
340;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;05.VI.97-2;Titicac_Ttcc-s-10;Titicaca-lake;-15,947;-69,562;1;0;1;1;Only water depth
341;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;05.VI.97-3;Titicac_Ttcc-s-11;Titicaca-lake;-15,934;-69,566;1;0;1;1;Only water depth
342;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;05.VI.97-4;Titicac_Ttcc-s-12;Titicaca-lake;-15,93;-69,559;1;0;1;1;Only water depth
343;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;05.VI.97-5;Titicac_Ttcc-s-13;Titicaca-lake;-15,917;-69,555;1;0;1;1;Only water depth
344;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;05.VI.97-6;Titicac_Ttcc-s-14;Titicaca-lake;-15,906;-69,553;1;0;1;1;Only water depth
345;Titicaca;Bolivia-Peru;Tapia-Fritz;1997;Titicaca-lake;surface sediment;Lake;epipelon;08.VI.97-3;Titicac_Ttcc-s-15;Titicaca-lake;-16,033;-69,115;1;0;1;1;Only water depth
346;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;surface sediment;Lake;epipelon;NE98-1BX;Titicac_Ttcc-s-16;Titicaca-lake;-16,092;-69,176;1;0;1;1;Only water depth
347;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;surface sediment;Lake;epipelon;NE98-2BX;Titicac_Ttcc-s-17;Titicaca-lake;-16,176;-69,178;1;0;1;0;No diatom counts
348;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;surface sediment;Lake;epipelon;NE98-3BX;Titicac_Ttcc-s-18;Titicaca-lake;-16,146;-69,153;1;0;1;1;Only water depth
349;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;surface sediment;Lake;epipelon;NE98-4BX;Titicac_Ttcc-s-19;Titicaca-lake;-16,138;-69,154;1;0;1;1;Only water depth
350;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;surface sediment;Lake;epipelon;NE98-5BX;Titicac_Ttcc-s-20;Titicaca-lake;-16,134;-69,155;1;0;1;1;Only water depth
351;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;surface sediment;Lake;epipelon;NE98-6BX;Titicac_Ttcc-s-21;Titicaca-lake;-16,203;-69,11;1;0;1;1;Only water depth
352;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;surface sediment;Lake;epipelon;NE98-7BX;Titicac_Ttcc-s-22;Titicaca-lake;-16,206;-69,112;1;0;1;0;No diatom counts
353;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;surface sediment;Lake;epipelon;NE98-8BX;Titicac_Ttcc-s-23;Titicaca-lake;-15,966;-69,385;1;0;1;0;No diatom counts
354;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;surface sediment;Lake;epipelon;NE98-9BX;Titicac_Ttcc-s-24;Titicaca-lake;-15,957;-69,439;1;0;1;1;Only water depth
355;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;surface sediment;Lake;epipelon;NE98-10BX;Titicac_Ttcc-s-25;Titicaca-lake;-15,807;-69,702;1;0;1;1;Only water depth
356;Titicaca;Bolivia-Peru;Tapia-Fritz;1998;Titicaca-lake;surface sediment;Lake;epipelon;NE98-11BX;Titicac_Ttcc-s-26;Titicaca-lake;-15,775;-69,867;1;0;1;1;Only water depth
357;Titicaca;Bolivia-Peru;Tapia-Fritz;1992;Yunguyo Bay;surface sediment;Lake;epipelon;YU-100;Titicac_YunguyBy1;Titicaca-lake;-16,226;-69,111;0;0;0;1;Miskane, 1992
358;Titicaca;Bolivia-Peru;Tapia-Fritz;1992;Yunguyo Bay;surface sediment;Lake;epipelon;YU-101;Titicac_YunguyBy2;Titicaca-lake;-16,225;-69,115;0;0;0;1;Miskane, 1992
359;Titicaca;Bolivia-Peru;Tapia-Fritz;1992;Yunguyo Bay;surface sediment;Lake;epipelon;YU-61;Titicac_YunguyBy3;Titicaca-lake;-16,223;-69,121;0;0;0;1;Miskane, 1992
360;Titicaca;Bolivia-Peru;Tapia-Fritz;1992;Yunguyo Bay;surface sediment;Lake;epipelon;YU-67;Titicac_YunguyBy4;Titicaca-lake;-16,221;-69,124;0;0;0;1;Miskane, 1992
361;Titicaca;Bolivia-Peru;Tapia-Fritz;1992;Yunguyo Bay;surface sediment;Lake;epipelon;YU-84;Titicac_YunguyBy5;Titicaca-lake;-16,219;-69,129;0;0;0;1;Miskane, 1992
362;Titicaca;Bolivia-Peru;Tapia-Fritz;1992;Yunguyo Bay;surface sediment;Lake;epipelon;YU-85;Titicac_YunguyBy6;Titicaca-lake;-16,217;-69,136;0;0;0;1;Miskane, 1992
363;Titicaca;Bolivia-Peru;Tapia-Fritz;1992;Yunguyo Bay;surface sediment;Lake;epipelon;YU-86;Titicac_YunguyBy7;Titicaca-lake;-16,215;-69,141;0;0;0;1;Miskane, 1992
364;Titicaca;Bolivia-Peru;Tapia-Fritz;1992;Yunguyo Bay;surface sediment;Lake;epipelon;YU-87;Titicac_YunguyBy8;Titicaca-lake;-16,213;-69,147;0;0;0;1;Miskane, 1992
365;Titicaca;Bolivia-Peru;Tapia-Fritz;1992;Yunguyo Bay;surface sediment;Lake;epipelon;YU-88;Titicac_YunguyBy9;Titicaca-lake;-16,21;-69,153;0;0;0;1;Miskane, 1993
366;Titicaca-watershed;Bolivia-Peru;Tapia-Fritz;1998;Huatajata;modern;Lake;periphyton;17.V.98-1;Ttcc-wt_Huatajat1;Titicaca-watershed;-16,214;-68,688;0;0;1;1;Coord aproximate based on Pedro's notes
367;Titicaca-watershed;Bolivia-Peru;Tapia-Fritz;1998;Huatajata;modern;Lake;periphyton;17.V.98-2;Ttcc-wt_Huatajat2;Titicaca-watershed;-16,214;-68,688;0;0;1;1;Coord aproximate based on Pedro's notes
368;Titicaca-watershed;Bolivia-Peru;Tapia-Fritz;1998;Huatajata;modern;Lake;periphyton;17.V.98-3;Ttcc-wt_Huatajat3;Titicaca-watershed;-16,214;-68,688;0;0;1;1;Coord aproximate based on Pedro's notes
369;Titicaca-watershed;Bolivia-Peru;Tapia-Fritz;1998;Ilave River;modern;River;periphyton;24.V.98-3;Ttcc-wt_IlavRivr1;Titicaca-watershed;-16,094;-69,635;0;0;1;1;Coord aproximate based on Pedro's notes
370;Titicaca-watershed;Bolivia-Peru;Tapia-Fritz;1998;Suches River;modern;River;periphyton;31.V.98-3;Ttcc-wt_SuchsRvr1;Titicaca-watershed;-15,656;-69,13;0;0;1;1;
371;Titicaca-watershed;Bolivia-Peru;Tapia-Fritz;1998;Suches River;modern;River;periphyton;31.V.98-4;Ttcc-wt_SuchsRvr2;Titicaca-watershed;-15,656;-69,13;0;0;1;1;
372;Titicaca-watershed;Bolivia-Peru;Tapia-Fritz;1998;Suches River;modern;River;periphyton;31.V.98-5;Ttcc-wt_SuchsRvr3;Titicaca-watershed;-15,656;-69,13;0;0;1;1;
373;Titicaca-watershed;Bolivia-Peru;Tapia-Fritz;1998;Suches River;modern;River;periphyton;31.V.98-6;Ttcc-wt_SuchsRvr4;Titicaca-watershed;-15,656;-69,13;0;0;1;1;
374;Titicaca-watershed;Bolivia-Peru;Tapia-Fritz;1998;Isla del Sol;modern;Spring;epilithic;21.V.98-1;Ttcc-wt_IsldelSl;Titicaca-watershed;-16,002;-69,171;0;0;1;1;Coord aproximate based on Pedro's notes
375;Titicaca-watershed;Bolivia-Peru;Tapia-Fritz;1998;Ilave River;modern;River;phytoplankton;24.V.98-1;Ttcc-wt_IlavRivr2;Titicaca-watershed;-16,094;-69,635;0;0;1;1;Coord aproximate based on Pedro's notes
376;Titicaca-watershed;Bolivia-Peru;Tapia-Fritz;1998;Ilave River;modern;River;phytoplankton;24.V.98-2;Ttcc-wt_IlavRivr3;Titicaca-watershed;-16,094;-69,635;0;0;1;1;Coord aproximate based on Pedro's notes
377;Titicaca-watershed;Bolivia-Peru;Tapia-Fritz;1998;Suches River;modern;River;phytoplankton;31.V.98-1&2;Ttcc-wt_SuchsRvr5;Titicaca-watershed;-15,656;-69,13;0;0;1;1;
378;Cusco;Peru;Tapia;2011;Cusco-PLS-2;surface sediment;Lake;epipelon;;Cusco_Cs-PLS-2;Cusco;-13,398;-72,126;1;0;0;1;deep samples
379;Cusco;Peru;Tapia;2011;Cusco-PLS-13;surface sediment;Lake;epipelon;;Cusco_C-PLS-13;Cusco;-13,403;-71,693;1;0;0;1;deep samples
380;Cusco;Peru;Tapia;2011;Cusco-PLS-1;surface sediment;Lake;epipelon;;Cusco_Cs-PLS-1;Cusco;-13,416;-72,046;1;0;0;1;deep samples
381;Cusco;Peru;Tapia;2011;Cusco-PLS-11;surface sediment;Lake;epipelon;;Cusco_C-PLS-11;Cusco;-13,621;-71,721;1;0;0;1;deep samples
382;Cusco;Peru;Tapia;2011;Cusco-PLS-5;surface sediment;Lake;epipelon;;Cusco_Cs-PLS-5;Cusco;-13,859;-70,253;1;0;0;1;deep samples
383;Cusco;Peru;Tapia;2011;Cusco-PLS-7;surface sediment;Lake;epipelon;;Cusco_Cs-PLS-7;Cusco;-13,863;-70,307;1;0;0;1;deep samples
384;Cusco;Peru;Tapia;2011;Cusco-PLS-8;surface sediment;Lake;epipelon;;Cusco_Cs-PLS-8;Cusco;-13,906;-70,301;1;0;0;1;deep samples
385;Cusco;Peru;Tapia;2011;Cusco-CH1;surface sediment;Lake;epipelon;;Cusco_Cusc-CH1;Cusco;-13,916;-70,866;1;0;0;1;deep samples
386;Cusco;Peru;Tapia;2011;Cusco-PLS-6;surface sediment;Lake;epipelon;;Cusco_Cs-PLS-6;Cusco;-13,929;-70,311;1;0;0;1;deep samples
387;Cusco;Peru;Tapia;2011;Cusco-DP1;surface sediment;Lake;epipelon;;Cusco_Cusc-DP1;Cusco;-13,944;-70,903;1;0;0;1;deep samples
388;Cusco;Peru;Tapia;2011;Cusco-YC1;surface sediment;Lake;epipelon;;Cusco_Cusc-YC1;Cusco;-13,945;-70,875;1;0;0;1;deep samples
