id;CollectionName;Country;Collector-Analyst;Year;SiteName;SampleType;Habitat;Substrate;code_original;code;region;Lat DD S;Long DD W;EnvironmentalData (1=yes/2=no);Mud;Slides;Count;Observations
630;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Kuyuk;modern;Lake;periphyton;;EpNGEO-J_Kuyuk2;Ecuador-Andean;-2,18;-78,5;1;1;1;0;
631;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Kuyuk;modern;Lake;plankton;;EpNGEO-J_Kuyuk3;Ecuador-Andean;-2,18;-78,5;1;1;1;0;
632;Ecuador project NGEO-July;Ecuador;Fritz-Benito-Feitl;2017;Laguna Negra-Sangay;modern;Lake;plankton;;EpNGEO-J_Negra;Ecuador-Andean;-2,177;-78,504;1;1;0;0;
633;Chile-Carrevedo;Chile;MLCarrevedo;2013;Cienagas de Name;core top;Lake;;;Chl-Crr_CingsdNm;Chile-Coastal;-35,75;-72,217;1;0;0;1;Coastal lake
634;Chile-Carrevedo;Chile;MLCarrevedo;2013;Batuco;core top;Lake;;;Chl-Crr_Batuco;Chile-Coastal;-33,202;-70,824;1;0;0;1;Coastal lake
635;Chile-Carrevedo;Chile;MLCarrevedo;2013;Aculeo;core top;Lake;;;Chl-Crr_Aculeo;Chile-Coastal;-33,846;-70,915;1;0;0;1;Coastal lake
636;Chile-Carrevedo;Chile;MLCarrevedo;2013;Laguna Negra-Chile;core top;Lake;;;Chl-Crr_LagunNgr;Chile-Andean;-33,648;-70,125;1;0;0;1;Andes
637;Chile-Carrevedo;Chile;MLCarrevedo;2013;Laguna Albúfera;core top;Lake;;;Chl-Crr_LgnAlbfr;Chile-Coastal;-33,752;-71,679;1;0;0;1;Coastal lake
638;Chile-Carrevedo;Chile;MLCarrevedo;2013;Laguna Canchuca;core top;Lake;;;Chl-Crr_LgnCnchc;Chile-Andean;-32,087;-70,585;1;0;0;1;Andes
639;Chile-Carrevedo;Chile;MLCarrevedo;2013;Lo Encañado;core top;Lake;;;Chl-Crr_LEncañad;Chile-Andean;-33,647;-70,063;1;0;0;1;Andes
640;Chile-Carrevedo;Chile;MLCarrevedo;2013;Humedal de Tunquén;core top;Lake;;;Chl-Crr_HmdldTnq;Chile-Coastal;-33,288;-71,653;1;0;0;1;Coastal lake
641;Chile-Carrevedo;Chile;MLCarrevedo;2013;Laguna de Teno;modern;Lake;plankton;;Chl-Crr_LagundTn;Chile-Andean;-35,177;-70,549;1;0;0;1;Andes
642;Chile-Carrevedo;Chile;MLCarrevedo;2013;Laguna Copín;core top;Lake;;;Chl-Crr_LagunCpn;Chile-Andean;-32,6;-70,558;1;0;0;1;Andes
643;Chile-Carrevedo;Chile;MLCarrevedo;2013;Peral;core top;Lake;;;Chl-Crr_Peral;Chile-Coastal;-33,505;-71,606;1;0;0;1;Coastal lake
644;Chile-Carrevedo;Chile;MLCarrevedo;2013;Vichuquén;core top;Lake;;;Chl-Crr_Vichuqun;Chile-Coastal;-34,806;-72,055;1;0;0;1;Coastal lake
645;Chile-Carrevedo;Chile;MLCarrevedo;2013;Chepical;core top;Lake;;;Chl-Crr_Chepical;Chile-Andean;-32,257;-70,497;1;0;0;1;Andes
646;Chile-Carrevedo;Chile;MLCarrevedo;2013;Laguna Ocho;core top;Lake;;;Chl-Crr_LagunOch;Chile-Andean;-34,03;-70,317;1;0;0;1;Andes
647;Chile-Carrevedo;Chile;MLCarrevedo;2013;Laguna Caren;core top;Lake;;;Chl-Crr_LagunCrn;Chile-Coastal;-33,43;-70,841;1;0;0;1;Coastal lake
648;Chile-Carrevedo;Chile;MLCarrevedo;2013;Laguna del Inca;core top;Lake;;;Chl-Crr_LgndlInc;Chile-Andean;-32,822;-70,133;1;0;0;1;Andes
649;Chile-Blas;Chile;Blas Valero-Garcés;;El Maule;core top;Lake;;LEM13-3A-1U;Chl-Bls_El Maule;Chile-Andean;-36,06;-70,489;0;1;1;1;
650;Chile-Blas;Chile;Blas Valero-Garcés;;Vichuquén;core top;Lake;;VIC13-2B-1G-1;Chl-Bls_Vichuqun;Chile-Coastal;-34,806;-72,055;0;1;1;0;Coastal lake
651;Chile-Blas;Chile;Blas Valero-Garcés;;Matanzas;core top;Lake;;MAT11-6A-1G;Chl-Bls_Matanzas;Chile-Coastal;-33,763;-71,676;0;1;1;0;Coastal lake
652;Chile-Blas;Chile;Blas Valero-Garcés;;Peral;core top;Lake;;PER11-5A-1G;Chl-Bls_Peral;Chile-Coastal;-33,505;-71,606;0;1;0;0;Coastal lake
653;Chile-Blas;Chile;Blas Valero-Garcés;;Laguna Grande;core top;Lake;;LGR12-6A-1G;Chl-Bls_LagnGrnd;Chile-Coastal;-36,86;-73,111;0;1;0;0;
654;Chile-Blas;Chile;Blas Valero-Garcés;;Lo Encañado;core top;Lake;;LLE12-1A-1G;Chl-Bls_LEncañad;Chile-Andean;-33,647;-70,063;0;1;1;0;
655;Chile-Blas;Chile;Blas Valero-Garcés;;Laguna Miscanti;core top;Lake;;MIS13-1B-1G;Chl-Bls_LgnMscnt;Chile-Andean;-23,73;-67,77;0;1;0;0;
656;Chile-Blas;Chile;Blas Valero-Garcés;;Miñiques;core top;Lake;;MIN13-1F-1G-1;Chl-Bls_Miñiques;Chile-Andean;-23,769;-67,791;0;1;0;0;
657;Chile-Blas;Chile;Blas Valero-Garcés;;Yanamarey;core top;Lake;;YANA12-2A-1G;Chl-Bls_Yanamary;;;;0;1;1;0;
658;Chile-Blas;Chile;Blas Valero-Garcés;;Llaca;core top;Lake;;LLAC12-4A-1G;Chl-Bls_Llaca;;;;0;1;0;0;
659;Chile-Blas;Chile;Blas Valero-Garcés;;Piojo;core top;Lake;;PIO16-2B-1G;Chl-Bls_Piojo;;;;0;1;0;0;
660;Chile-Blas;Chile;Blas Valero-Garcés;;Aculeo;core top;Lake;;ACU15-1A-1G;Chl-Bls_Aculeo;Chile-Coastal;-33,846;-70,915;0;1;1;0;
661;Chile-Blas;Chile;Blas Valero-Garcés;;Chepical;core top;Lake;;CHEP16-2A-1G;Chl-Bls_Chepical;Chile-Andean;-32,257;-70,497;0;1;1;0;
662;Chile-Blas;Chile;Blas Valero-Garcés;;Batuco;core top;Lake;;BAT-1A;Chl-Bls_Batuco;Chile-Coastal;-33,202;-70,824;0;1;0;0;
663;Chile-Blas;Chile;Blas Valero-Garcés;;Colejuda;core top;Lake;;COL08-1A;Chl-Bls_Colejuda;Chile-Coastal;-33,765;-71,702;0;1;1;0;Coastal lake
664;Chile-Blas;Chile;Blas Valero-Garcés;;Peinado;core top;Lake;;PEINADO 1996, sección 1ª;Chl-Bls_Peinado;Chile-Andean;-26,501;-68,1;0;1;0;0;
665;Chile-Blas;Chile;Blas Valero-Garcés;;Plateado;core top;Lake;;PLA11-2A-1G;Chl-Bls_Plateado;;;;0;1;1;0;
666;Chile-Blas;Chile;Blas Valero-Garcés;;Cienagas de Name;core top;Lake;;NAME08-1A;Chl-Bls_CingsdNm;Chile-Coastal;-35,75;-72,217;0;1;0;0;
667;Université Grenoble Alpes;Argentina;Stephanie Guedron;2017;Laguna Negra-Arg;surface sediment;Lake;;;UnvrsGA_LagunNgr;Argentina-Andean;-27,646;-68,543;1;1;1;1;Data from Albaracin et al 2015
668;Galapagos;Ecuador;Steinitz-Kannan;1991;El Junco;surface sediment + modern;Lake;;;Galapgs_El Junco;Galapagos;-0,895;-89,48;;0;0;1;
669;Galapagos;Ecuador;Steinitz-Kannan;1966;Genovesa;surface sediment + modern;Lake;;;Galapgs_Genovesa;Galapagos;0,327;-89,9578;;0;0;1;
670;Galapagos;Ecuador;Steinitz-Kannan;1977;Tortoise Pond I;surface sediment + modern;Pond;;;Galapgs_TrtsPndI;Galapagos;-0,673;-90,439;;0;0;1;
671;Galapagos;Ecuador;Steinitz-Kannan;1977;Tortoise Pond II;surface sediment + modern;Pond;;;Galapgs_TrtsPnII;Galapagos;-0,717;-90,433;;0;0;1;
672;Galapagos;Ecuador;Steinitz-Kannan;1977;Frigate Bird Pond;surface sediment + modern;Pond;;;Galapgs_FrgtBrdP;Galapagos;-0,503;-90,335;;0;0;1;
673;Galapagos;Ecuador;Steinitz-Kannan;1991;Bainbridge;surface sediment + modern;Lake;;;Galapgs_Bainbrdg;Galapagos;-0,352;-90,565;;0;0;1;
674;Galapagos;Ecuador;Steinitz-Kannan;1991;Salt Mine;surface sediment + modern;Lake;;;Galapgs_SaltMine;Galapagos;-0,241;-90,836;;0;0;1;
675;Galapagos;Ecuador;Steinitz-Kannan;;Sergio Lagoon;surface sediment + modern;Lagoon;;;Galapgs_SergLagn;Galapagos;-0,233;-90,81;;0;0;1;
676;Galapagos;Ecuador;Steinitz-Kannan;1991;Wilson  Lagoon;surface sediment + modern;Lagoon;;;Galapgs_WilsnLgn;Galapagos;-0,222;-90,812;;0;0;1;
677;Galapagos;Ecuador;Steinitz-Kannan;1991;El Sarten;surface sediment + modern;Lake;;;Galapgs_ElSarten;Galapagos;-0,247;-90,813;;0;0;1;
678;Galapagos;Ecuador;Steinitz-Kannan;;Beagle;surface sediment + modern;Lake;;;Galapgs_Beagle;Galapagos;-0,281;-91,351;;0;0;1;
679;Galapagos;Ecuador;Steinitz-Kannan;;Tagus Cove;surface sediment + modern;Lake;;;Galapgs_TagusCov;Galapagos;-0,257;-91,372;;0;0;1;
680;Galapagos;Ecuador;Steinitz-Kannan;1991;Cementario;surface sediment + modern;Lake;;;Galapgs_Cementar;Galapagos;-0,229;-91,39;;0;0;1;North Beagle and Tagus Cove
681;Galapagos;Ecuador;Steinitz-Kannan;1991;Cactus Ridge;surface sediment + modern;Lake;;;Galapgs_CactsRdg;Galapagos;-0,234;-91,39;;0;0;1;North Beagle and Tagus Cove
682;Galapagos;Ecuador;Steinitz-Kannan;1991;Salinas Lagoon;surface sediment + modern;Lagoon;;;Galapgs_SalnsLgn;Galapagos;-0,241;-91,387;;0;0;1;North Beagle and Tagus Cove
683;Galapagos;Ecuador;Steinitz-Kannan;1977;Wittmer Spring;surface sediment + modern;Spring;;;Galapgs_WttmrSpr;Galapagos;-1,308;-90,44;;0;0;1;
684;Galapagos;Ecuador;Steinitz-Kannan;1977;Fernandina;surface sediment + modern;Lake;;;Galapgs_Fernandn;Galapagos;-0,358;-91,387;;0;0;1;
685;Galapagos;Ecuador;Steinitz-Kannan;1977;Santiago Lagoon2;surface sediment + modern;Lagoon;;;Galapgs_SntgLgn2;Galapagos;-0,208;-90,83;;0;0;1;
686;Galapagos;Ecuador;Steinitz-Kannan;1977;Santiago 3;surface sediment + modern;Lagoon;;;Galapgs_Santiag3;Galapagos;-0,204;-90,829;;0;0;1;
687;Galapagos;Ecuador;Steinitz-Kannan;1977;Santiago Lagoon4;surface sediment + modern;Lagoon;;;Galapgs_SntgLgn4;Galapagos;-0,201;-90,828;;0;0;1;
