depth;age;age_young;age_old;Achnanthdium.pyrenaicum;Achnanthes.cf.exilissima;Achnanthidium.exiguum;Achnanthes.microcephala;Psammothidium.sacculus;Achnanthes.sp.1.LLAVIUCU;Achnanthidium.minutissimum;Achnanthidium.minutissimum.var.scotica;Adlafia.minuscula;Adlafia.suchlandtii;Amphora.ovalis;Amphora.veneta;Aulacoseira.alpigena;Aulacoseira.cf.distans;Aulacoseira.granulata;Brachysira.microcephala.sensu..neoxilis;Brachysira.spp;Brachysira.vitrea;Brachysira.brebissoni;Caloneis.bacillum;Caloneis.cf.undulatiformis;Caloneis.sp.1;Caloneis.tenuis;Cavinula.cocconeiformis;Cavinula.pseudoscutiformis;Chammaepinularia.cf.soherensis.var.hassiaca;Chammaepinularia.sp;Cocconeis.neothumensis;Cocconeis.placentula.var.lineata;Cocconeis.placentula.var.placentula;Craticula.cuspidata;Cyclotella.sp.1;Cymbella.aspera;Cymbella.cf.affinis;Cymbella.cymbiformis..cystula;Cymbella.lanceolata;Cymbopleura.naviculiformis;Delicata.delicatula;Denticula.kuetzingii;Diadesmis.cf.arcuata;Diadesmis.contenta;Diatoma.mesodon;Diatoma.tenuis;Diploneis.subovalis;Discostella.stelligera;Encyonema.hebridicum;Encyonema.jemtlandicum;Encyonema.minutiforme;Encyonema.minutum;Encyonema.neogracile;Encyonema.perpusillum;Encyonema.silesiacum;Encyonema.silesiacum.var.elegans;Encyonema.vanoyei;Encyonopsis.cf.krammerioides;Encyonopsis.cf.microcephala;Encyonopsis.cf.rumrichae;Encyonopsis.difficiliformis;Encyonopsis.schneideri;Encyonopsis.sp.1.LLAVIUCU;Encyonopsis.sp.2.LLAVIUCU;Encyonopsis.subminuta;Eolimna.minima;Eolimna.subminuscula;Epithemia.adnata;Ephitemia.cf.argus;Epithemia.sorex;Eucocconeis..flexella;Eunotia.bilunaris;Eunotia.cf.andinofrequens;Eunotia.cf.arcus;Eunotia.cf.implicata;Eunotia.formica;Eunotia.incisa;Eunotia.minor;Eunotia.monodon;Eunotia.pectinalis;Eunotia.sp.1.LLAVIUCU;Eunotia.spp..girdle.view;Eunotia.tecta;Fallacia.sp.1.LLAVIUCU;Fragilaria.capucina.var.gracilis;Fragilaria.capucina;Fragilaria.cf.amphicephala;Fragilaria.cf.capucina;Fragilaria.cf.filiformis;Fragilaria.capucina.var.gracilis.1;Fragilaria.nanana;Pseudostaurosira.parasitica;Synedra.rumpens;Fragilaria.rumpens.var.fragilarioides;Fragilaria.santamerensis;Fragilaria.tenera;Fragilaria.vaucheriae;Frustulia.crassinerva;Frustulia.vulgaris;Gomphonema.acuminatum;Gomphonema.angustatum;Gomphonema.truncatum.var.capitatum;Gomphonema.cf.auritum;Gomphonema.cf.exilissima;Gomphonema.cf.geisslerae;Gomphonema.cf.krammeri;Gomphonema.cf.minusculum;Gomphonema.cf.subclavatum;Gomphonema.cf.vibrio;Gomphonema.clavatum;Gomphonema.lagenula;Gomphonema.parvulum;Gomphonema.pumilum.var.rigidum;Gomphonema.sp.1.LLAVIUCU.cf.netriviale;Gomphonema.sp.2.LLAVIUCU..cf.variostriatum;Gomphonema.sp.3.LLAVIUCU..aff.anjae.Rumrich.et.al.200.T124;Gomphonema.truncatum;Gomphonrma.sp.4.LLAVIUCU;Hannaea.arcus;Hantzschia.amphioxys;Hantzschia.cf.elegans;Kobayasiella.cf.subtilissima;Luticola.cf.aequatorialis;Luticola.mutica;Luticola.sp;Melosira.varians;Navicula.antonii;Adlafia.bryophila;Navicula.cf.luciae;Navicula.cryptocephala;Navicula.cryptotenella;Sellaphora.disjuntca;Navicula.radiosa;Navicula.radiosa.var.parva;Navicula.sp.1;Navicula.trivialis;Navicula.veneta;Navicula.viridulacalcis;Sellaphora.vitabunda;Neidium.iridis;Nitzschia.amphibia;Nitzschia.cf.archibaldii;Nitzschia.cf.palea.var.debilis;Nitzschia.cf.paleacea;Nitzschia.cf.perminuta;Nitzschia.elegantula;Nitzschia.fonticola;Nitzschia.frustulum;Nitzschia.lacuum;Nitzschia.linearis;Nitzschia.oberheimiana;Nitzschia.palea;Nitzschia.perminuta;Nitzschia.recta;Nitzschia.semirobusta;Nitzschia.sinuata.var.delognei;Nitzschia.sociabilis;Nitzschia.sp.1.TOREADORA;Nupela.praecipua;Nupela.sp.1.LLAVIUCU;Nupela.sp.2.LLAVIUCU;Orthoseria.roseana;Pinnularia.borealis;Pinnularia.divergens;Pinnularia.maior;Pinnularia.microstauron;Pinnularia.subgibba;Planothidium.frequentissimum;Planothidium.rostratum;Planothidium.salvadorianum;Planothidium.spp;Psammothidium.cf.lacus.vulcani;Achnanthes.daoensis;Pseudostaurosira.brevistriata;Pseudostaurosira.brevistriata.var.inflata;Pseudostaurosira.parasitica.1;Reimeria.sinuata;Rhopalodia.brebissoni;Rhopalodia.gibba;Rhopalodia.musculus;Sellaphora.laevissima;Sellaphora.pupula;Sellaphora.stroenii;Stauroneis.anceps;Stauroneis.gracilis;Staurosira.construens.var.venter;Staurosira.sp.1.LLAVIUCU;Staurosira.sp.1.NAPALE;Staurosira.spp;Staurosirella.leptostauron;Staurosirella.pinnata;Fragilaria.pinnata.var.lancettula;Stenopterobia.delicatissima;Stenopterobia.spp;Surirella.spp;Tabellaria.flocculosa.str.IV;Ulnaria.cf.ulna.var.amphyrhynchus;Ulnaria.cf.ulna.var.danica;Ulnaria.oxyrhynchus;Ulnaria.sp.1.LLAVIUCU;Ulnaria.ulna;Ulnaria.ulna.var.contracta
28;86,50;76,00;96,02;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;1;0;1;1;7;0;0;0;14;7;0;0;0;0;0;0;0;35;0;1;0;0;0;0;0;0;1;0;0;0;1;10;0;0;52;0;4;1;0;0;4;0;8;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;3;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;179;70;0;2;0;0;1
29;90,80;78,10;103,74;0;1;0;0;0;0;109;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;1;1;0;0;0;4;0;0;0;9;15;0;0;0;0;0;1;0;22;1;6;0;0;0;0;1;0;0;1;0;3;0;10;0;0;43;0;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;117;53;0;0;0;0;0
30;95,94;79,85;113,26;0;0;0;0;0;0;203;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;1;0;0;1;0;3;0;0;0;0;17;0;0;0;5;0;0;0;15;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;20;0;0;0;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;24;0;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;12;5;0;1;0;11;0;0;0;0;5;0;0;0;0;0;0;0;3;3;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;13;0;0;0;0;14;0;0;3;0;0;0;0;0;66;57;0;4;0;0;1
31;101,46;81,00;123,84;0;0;0;0;0;0;282;0;1;0;0;0;0;0;0;70;0;0;0;1;0;0;0;0;2;0;0;0;0;5;1;0;0;16;28;0;0;0;9;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;1;5;5;0;3;43;0;16;0;0;0;0;0;12;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;1;0;0;3;4;0;0;1;0;0;11;3;0;12;0;30;0;0;0;0;0;0;0;0;0;0;2;0;7;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;18;59;0;0;0;0;3
33;112,46;82,09;145,54;0;0;0;0;3;0;220;0;0;0;0;0;10;0;0;68;0;0;0;0;0;0;0;0;0;1;0;0;0;5;3;0;0;1;45;1;0;0;12;0;0;0;5;4;16;0;0;0;0;0;0;0;1;0;0;3;0;0;0;48;0;22;0;0;0;11;0;8;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;3;0;1;3;0;0;0;0;0;12;5;0;0;0;25;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;0;0;0;0;0;10;26;0;0;0;0;0
37;121,60;85,00;162,12;0;0;0;0;0;0;244;0;0;0;1;0;1;0;0;34;0;0;0;0;0;0;3;0;0;0;0;1;0;8;0;0;0;0;35;0;0;0;5;0;0;1;4;1;33;0;0;0;0;0;0;0;2;0;6;1;0;0;1;23;0;33;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;4;7;0;0;0;0;0;0;0;1;8;2;0;0;0;19;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;7;0;0;0;0;0;39;27;0;0;0;0;0
38;124,25;85,63;166,52;0;0;0;0;0;0;209;0;0;0;2;0;0;0;0;41;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;42;0;0;0;17;0;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;3;0;0;51;0;16;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;33;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;17;0;0;1;0;0;0;1;0;14;1;0;0;0;10;0;3;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;4;0;0;0;0;1;0;0;0;0;15;0;1;0;0;0;0;0;9;0;7;0;0;0;22;43;0;0;0;0;0
40;130,68;88,41;176,98;0;0;0;0;0;0;174;0;0;0;0;0;0;0;0;41;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;33;0;0;0;4;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;12;0;1;30;0;0;1;0;0;0;0;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35;2;0;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;9;3;1;0;0;2;4;13;0;13;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;24;0;0;0;0;1;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0
41;139,18;92,86;189,79;0;0;0;0;0;0;244;0;0;0;0;0;1;0;0;41;0;0;2;0;0;0;1;0;0;1;0;0;0;6;1;0;0;0;37;0;0;0;7;3;0;1;7;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;40;0;12;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;3;0;0;4;0;0;1;0;0;0;0;3;10;0;1;0;0;0;1;1;0;10;9;0;0;0;24;0;0;0;0;3;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;2;0;0;0;0;3;0;0;0;1;0;0;1;0;0;0;0;0;0;15;0;0;0;0;0;0;0;3;0;0;0;0;0;19;16;0;0;0;0;0
43;159,95;105,66;216,87;0;0;0;0;0;0;194;1;0;0;0;0;5;0;0;56;0;0;0;3;0;0;0;0;1;0;0;4;0;12;0;0;0;0;43;0;0;0;23;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;30;0;0;0;8;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;26;0;0;2;0;0;0;0;2;8;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;0;0;2;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;3;0;0;0;0;0;0;8;0;0;0;0;0
45;180,00;121,00;240,00;0;0;0;0;0;0;165;0;0;3;0;0;2;0;0;63;0;0;0;0;0;0;0;0;0;1;0;8;0;8;1;0;0;0;43;1;0;0;7;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;15;0;0;44;0;9;0;0;0;3;0;4;1;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;34;1;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;7;0;0;0;0;14;10;1;0;0;16;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;1;0;1;0;0;32;0;0;0;0;3;0;0;2;1;0;0;0;0;21;0;0;0;0;3;0
47;191,64;131,28;251,82;0;0;0;0;0;0;188;0;0;0;0;0;4;0;0;41;0;0;0;0;3;0;0;0;0;0;0;1;0;5;0;0;0;0;18;1;1;0;20;0;3;5;8;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;10;0;0;0;0;0;8;0;8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;17;0;0;0;0;0;0;0;1;8;15;0;0;0;19;0;5;1;0;0;0;0;0;1;0;1;0;0;3;0;0;0;0;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;5;3;0;0;0;0;5;30;0;0;0;0;0
49;228,23;165,92;287,63;0;0;0;0;0;0;157;0;0;0;2;0;5;0;0;34;0;0;1;0;0;0;0;0;0;3;0;0;0;10;0;0;0;0;67;1;2;0;40;0;1;0;4;5;27;0;0;0;0;0;0;0;1;0;0;0;3;0;6;66;0;30;0;0;0;7;0;9;3;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;1;0;0;3;0;0;0;0;0;0;1;1;0;0;11;0;0;0;0;0;0;17;17;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;28;24;0;0;0;0;0
50;244,91;181,84;302,11;0;0;0;0;0;0;145;0;0;0;0;0;1;0;0;47;0;0;0;0;2;0;0;0;1;0;0;1;0;4;1;0;0;0;64;2;0;0;10;0;0;1;0;0;1;0;0;0;0;0;1;0;2;0;5;0;17;0;0;28;0;1;0;0;0;4;0;9;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0;5;0;0;0;0;0;0;15;8;0;0;1;18;0;0;0;0;3;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;1;0;0;0;0;7;5;0;0;0;0;1;14;0;0;0;1;0
52;274,48;210,28;327,75;0;0;0;0;0;0;219;0;0;0;0;0;3;0;0;32;0;0;1;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;30;0;0;0;9;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;37;1;25;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;53;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;8;0;1;1;0;0;0;0;0;7;15;0;0;0;17;0;1;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;16;0;0;0;0;0
53;301,94;238,08;354,11;0;0;0;0;0;0;139;0;0;0;0;0;4;0;0;33;0;0;0;0;0;1;0;0;1;0;0;1;0;4;0;0;0;0;36;1;0;0;19;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;50;0;17;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;22;0;1;1;0;0;3;1;1;14;27;0;0;0;23;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3;0;1;0;0;0;3;23;0;1;0;5;0
55;366,34;304,17;423,39;0;0;0;0;0;0;238;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;3;0;1;0;3;0;0;0;0;21;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;0;0;52;0;12;0;0;0;0;0;6;0;2;15;0;0;1;0;0;0;0;0;0;0;0;13;0;0;0;85;0;0;0;4;0;0;2;0;0;0;0;0;0;6;0;0;22;2;0;0;0;1;3;14;18;2;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;12;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;10;0;0;0;0;0;17;0;0;0;0;0
57;434,16;370,43;498,63;0;0;0;0;1;0;202;0;0;0;0;1;7;0;0;72;0;0;0;0;0;0;0;0;1;1;0;3;0;1;0;0;0;0;37;1;0;0;10;0;1;1;7;1;11;0;0;0;0;0;0;0;4;0;0;0;0;0;0;78;0;31;0;0;0;4;0;2;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;6;16;0;0;0;0;0;1;0;0;20;23;0;0;1;30;0;1;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;0;0;0;24;11;0;0;0;0;0
59;477,59;404,95;546,35;0;1;0;0;0;0;188;0;0;0;0;0;16;0;0;30;0;0;0;0;0;0;0;0;0;0;0;5;0;7;0;0;2;2;40;0;0;0;16;0;1;0;7;0;41;0;0;1;0;0;0;0;1;0;8;0;0;0;0;38;1;21;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;1;1;2;0;0;0;0;1;1;3;4;5;0;0;0;0;0;2;19;19;0;0;0;27;0;0;0;0;2;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;3;6;1;0;0;39;19;0;1;0;0;0
60;509,26;428,31;581,91;0;0;0;0;1;0;200;0;0;0;0;0;14;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;22;0;0;0;12;0;1;0;15;0;62;0;0;0;1;0;0;0;0;0;3;0;1;0;0;20;0;22;0;0;0;4;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;17;0;2;0;0;0;0;1;0;17;5;0;1;0;16;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;0;0;0;0;0;60;10;0;0;0;1;0
61;528,90;442,98;604,41;0;0;0;0;0;0;172;0;0;0;0;0;3;1;0;46;0;0;0;0;0;0;0;0;1;1;0;3;0;21;0;0;0;0;12;1;0;0;8;0;1;1;3;0;22;0;0;0;0;0;0;0;0;0;2;0;2;0;0;31;0;7;0;0;0;2;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;9;0;0;0;0;1;0;0;0;0;5;0;0;17;1;0;0;0;0;1;9;24;0;0;0;31;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;0;3;2;0;0;0;0;13;25;0;0;0;3;0
63;608,99;499,37;694,70;0;0;0;0;0;0;192;0;0;0;3;0;0;0;0;32;0;0;0;3;0;0;3;0;1;2;0;2;0;2;0;0;0;0;25;1;0;0;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;30;0;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;6;12;0;5;0;0;0;0;1;0;3;6;0;0;0;30;1;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0;0;3;1;0;0;0;0;0;0;0;0;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;3;5;0;0;0;1;0
64;656,15;531,85;744,98;0;0;0;0;0;0;211;0;0;0;2;0;6;0;0;35;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;23;0;0;0;18;0;0;3;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;38;0;19;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;1;0;0;0;5;3;0;0;0;0;0;3;2;5;9;0;0;0;1;0;2;9;9;0;0;0;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;1;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;28;0;0;0;0;0
65;702,10;561,47;794,10;0;0;0;0;0;0;196;0;0;0;1;0;1;0;0;40;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;24;0;0;0;4;0;1;1;14;1;21;0;0;0;0;0;0;0;0;0;0;0;2;0;5;40;0;10;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;58;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;6;0;0;14;1;0;0;0;7;0;7;7;0;0;1;23;0;0;0;0;1;0;0;0;0;1;0;0;0;5;1;0;0;0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;1;4;0;0;0;66;30;0;2;0;0;0
67;817,97;635,25;922,57;0;0;0;0;0;0;210;0;0;0;0;0;27;0;0;23;0;0;1;1;0;0;1;0;0;0;0;3;0;19;0;0;5;0;28;0;0;0;10;0;3;3;5;2;9;0;0;0;0;0;0;0;0;0;3;0;2;0;1;28;0;22;0;0;0;0;1;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;8;3;0;8;0;0;0;0;0;2;10;7;0;0;0;14;0;0;1;0;3;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;5;0;1;1;0;0;24;16;0;3;0;0;0
68;881,55;676,38;993,75;0;0;0;0;0;0;143;0;0;0;1;0;0;0;0;56;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;0;0;0;15;0;0;0;6;0;1;0;4;6;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;34;0;11;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;37;37;0;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;4;5;0;4;0;0;0;0;1;0;14;9;0;0;0;21;0;0;0;0;5;0;0;0;0;0;0;0;0;5;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;16;0;0;0;0;0
70;982,03;742,54;1105,97;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;41;0;0;0;0;1;0;0;0;0;0;0;0;0;8;0;0;0;2;26;0;0;0;7;0;5;0;11;1;8;0;0;0;0;0;0;1;0;0;3;0;0;0;2;16;0;15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;44;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;15;30;0;0;0;0;0;0;0;0;30;15;0;0;1;17;0;2;0;0;9;0;0;0;0;0;0;0;0;6;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;32;26;0;0;0;5;0
