TaxonId;Authority;Year;Genus;TaxonName;Informal;Species;Variety
AF_1616;Fricke in Schmidt et al.;1874;Cyclotella;Cyclotella kutzingiana v. parva;;kutzingiana v. parva;
A_cyc3;;;Cyclotella;Cyclotella lacunarum;;lacunarum;
CY003A;Kütz.;1844;Cyclotella;Cyclotella meneghiniana;;meneghiniana;
CY009A;Pant.;1902;Cyclotella;Cyclotella ocellata;;ocellata;
F_CY006B;Pant.;1902;Cyclotella;Cyclotella ocellata;;ocellata;
CY009BM;Pantocsek;1901;Cyclotella;Cyclotella ocellata (3 ocelli);;ocellata (3 ocelli);
CY009CM;Pantocsek;1901;Cyclotella;Cyclotella ocellata (4 ocelli);;ocellata (4 ocelli);
XXG991;EDDI TP Training Set;2001;Cyclotella;Cyclotella ocellata (agg.);x;ocellata (agg.);
XXA992;EDDI Global Training Set;2001;Cyclotella;Cyclotella ocellata/kuetzingiana (agg.);x;ocellata/kuetzingiana (agg.);
B_ZZZ996;(Ehrenberg) Ralfs in Pritchard;1861;Cyclotella;Cyclotella oligactis;;oligactis;
CY018A;Brunnthaler;1901;Cyclotella;Cyclotella planctonica;;planctonica;
CY035A;Hust.;1945;Cyclotella;Cyclotella plitviscensis;;plitviscensis;
CY002A;Hust.;1939;Cyclotella;Cyclotella pseudostelligera;;pseudostelligera;
XXA994;EDDI Global Training Set;2001;Cyclotella;Cyclotella pseudostelligera (agg.);x;pseudostelligera (agg.);
XXC974;EDDI Salinity Training Set;2001;Cyclotella;Cyclotella pseudostelligera (agg.);x;pseudostelligera (agg.);
XXG971;EDDI TP Training Set;2001;Cyclotella;Cyclotella pseudostelligera (agg.);x;pseudostelligera (agg.);
XXU997;EDDI pH Training Set;2001;Cyclotella;Cyclotella pseudostelligera (agg.);x;pseudostelligera (agg.);
CY019A;Hakansson;;Cyclotella;Cyclotella radiosa;;radiosa;
CY019BM;S. Wunsam;;Cyclotella;Cyclotella radiosa (2);x;radiosa (2);
XXA993;EDDI Global Training Set;2001;Cyclotella;Cyclotella radiosa (agg.);x;radiosa (agg.);
XXG970;EDDI TP Training Set;2001;Cyclotella;Cyclotella radiosa (agg.);x;radiosa (agg.);
CY052A;Hakansson;1990;Cyclotella;Cyclotella rossii;;rossii;
F_CY052A;Hakansson;1990;Cyclotella;Cyclotella rossii (type 1);x;rossii (type 1);
FSN022;NORD-CHILL;1997;Cyclotella;Cyclotella rossii (type 2);x;rossii (type 2);
FSN023;NORD-CHILL;1997;Cyclotella;Cyclotella rossii (type 3);x;rossii (type 3);
CY055A;(Grunow) Hakansson;1990;Cyclotella;Cyclotella schumannii;;schumannii;
CY9999;;;Cyclotella;Cyclotella sp.;;sp.;
CY9970M;S. Wunsam;;Cyclotella;Cyclotella sp. (initial cells);x;sp. (initial cells);
C_Cysp1;J. Reed (Caspian dataset);;Cyclotella;Cyclotella sp1;x;sp1;
CY9971M;S. Wunsam;;Cyclotella;Cyclotella sp1;x;sp1;
F_ZZZ973;P. Rioual;;Cyclotella;Cyclotella sp1;x;sp1;
FSN081;NORD-CHILL;1997;Cyclotella;Cyclotella sp1;x;sp1;
CY004A;(Cleve & Grun. in Cleve) Van Heurck;1882;Cyclotella;Cyclotella stelligera;;stelligera;
CY004CM;Hustedt;1945;Cyclotella;Cyclotella stelligera  var. tenuis;;stelligera;tenuis
XXA991;EDDI Global Training Set;2001;Cyclotella;Cyclotella stelligera (+ v. tenuis);x;stelligera (+ v. tenuis);
XXG968;EDDI TP Training Set;2001;Cyclotella;Cyclotella stelligera (agg.);x;stelligera (agg.);
AF_1635;Cleve et grun.;;Cyclotella;Cyclotella stelligera + v. tenuis;;stelligera + v. tenuis;
CY004B;Haworth;1986;Cyclotella;Cyclotella stelligera var. glomerata;;stelligera;glomerata
CY9969M;Hustedt;;Cyclotella;Cyclotella styriaca;;styriaca;
CY049A;Haakansson & Carter;1990;Cyclotella;Cyclotella unipunctata;;unipunctata;
CY048A;Hust.;1942;Cyclotella;Cyclotella woltereckii;;woltereckii;
CY058A;Druart & Straub;1988;Cyclotella;Cyclotella wuerthrichiana;;wuerthrichiana;
CD001A;(Breb. ex Kütz.) Grun. in Van Heurck;1882;Cylindrotheca;Cylindrotheca gracilis;;gracilis;
CL002A;(Breb. ex Kütz.) W. Sm.;1851;Cymatopleura;Cymatopleura elliptica;;elliptica;
AF_1801;G.S. West;;Cymatopleura;Cymatopleura nyansae;;nyansae;
CL001A;(Breb. & Godey) W. Sm.;1851;Cymatopleura;Cymatopleura solea;;solea;
CM014A;W. Sm. ex Grev.;1855;Cymbella;Cymbella aequalis;;aequalis;
CM022A;Kütz.;1844;Cymbella;Cymbella affinis;;affinis;
AF_1939;Gasse;;Cymbella;Cymbella affinis  var. afarensis;;affinis;afarensis
CM060A;Grun.;1863;Cymbella;Cymbella alpina;;alpina;
CM016A;Naegeli ex Kütz.;1849;Cymbella;Cymbella amphicephala;;amphicephala;
XXC982;EDDI Salinity Training Set;2001;Cymbella;Cymbella amphicephala (agg.);x;amphicephala (agg.);
AF_1902;Naegeli;;Cymbella;Cymbella amphicephala + v. hercynica;;amphicephala + v. hercynica;
CM061A;(Kütz.) Cleve;1894;Cymbella;Cymbella amphioxys;;amphioxys;
CM035A;(W. Sm.) Cleve;1894;Cymbella;Cymbella angustata;;angustata;
AF_1949;Hust.;;Cymbella;Cymbella angustissima;;angustissima;
FSN024;NORD-CHILL;1997;Cymbella;Cymbella arctica;;arctica;
CM005A;(Ehrenb.) H. Perag. in Pell.;1889;Cymbella;Cymbella aspera;;aspera;
FSN078;NORD-CHILL;1997;Cymbella;Cymbella behrei;;behrei;
CM046A;Hust.;;Cymbella;Cymbella borealis;;borealis;
CM068A;Hust.;1912;Cymbella;Cymbella brehmii;;brehmii;
A_ZZZ952;(Kütz.) Brun;1880;Cymbella;Cymbella caespitosa;;caespitosa;
CM070A;(Kütz.) Brun;1880;Cymbella;Cymbella caespitosa;;caespitosa;
F_CM045B;(Kütz.) Brun;1880;Cymbella;Cymbella caespitosa;;caespitosa;
CM015A;(Rabenh.) Grun. in A. Schmidt;1881;Cymbella;Cymbella cesatii;;cesatii;
CM015B;Krieger;1933;Cymbella;Cymbella cesatii var. capitata;;cesatii;capitata
AF_1903;F. Gasse;;Cymbella;Cymbella cf. amphicephala;;amphicephala;
CM9989;SWAP-IR;1988;Cymbella;Cymbella cf. deliculata;;deliculata;
AF_1938;Hust.;;Cymbella;Cymbella cf. fonticola;;fonticola;
CM9997;L. Augher (NJA);1984;Cymbella;Cymbella cf. perpusilla;;perpusilla;
A_ZZZ948;VJJ;;Cymbella;Cymbella cf. perpusilla/minuta type;;perpusilla/minuta type;
CM006A;(Ehrenb. in Hempr. & Ehrenb.) Kirchner;1878;Cymbella;Cymbella cistula;;cistula;
CM026A;Kütz.;1844;Cymbella;Cymbella cuspidata;;cuspidata;
CM007A;Ag.;1830;Cymbella;Cymbella cymbiformis;;cymbiformis;
CM007B;Font.;1917;Cymbella;Cymbella cymbiformis var. nonpunctata;;cymbiformis;nonpunctata
AF_1934;Hust.;;Cymbella;Cymbella delicatissima;;delicatissima;
CM038A;Kütz.;1849;Cymbella;Cymbella delicatula;;delicatula;
CM052A;(Hust.) Krammer & Lange-Bertalot;1985;Cymbella;Cymbella descripta;;descripta;
CM029A;Kütz.;1844;Cymbella;Cymbella ehrenbergii;;ehrenbergii;
F_CM028A;Kütz.;1844;Cymbella;Cymbella ehrenbergii;;ehrenbergii;
CM051A;Krammer;1981;Cymbella;Cymbella elginensis;;elginensis;
F_EY006A;Krammer;1981;Cymbella;Cymbella elginensis;;elginensis;
CM049A;(Grun.) Krammer & Lange-Bertalot;1985;Cymbella;Cymbella failaisensis;;failaisensis;
CM9995M;(Grunow) Krammer & Lange-Bertalot;1985;Cymbella;Cymbella falaisiensis;;falaisiensis;
CM054A;A. Cleve;;Cymbella;Cymbella frigida;;frigida;
CM020A;Meister;1934;Cymbella;Cymbella gaeumannii;;gaeumannii;
PT988;EDDI Global Training Set;2001;Cymbella;Cymbella gaeumannii (agg.);x;gaeumannii (agg.);
CM018A;(Rabenh.) Cleve;1894;Cymbella;Cymbella gracilis;;gracilis;
XXG954;EDDI TP Training Set;2001;Cymbella;Cymbella gracilis (agg.);x;gracilis (agg.);
CM017A;(Grun. ex Cleve) Cleve;1894;Cymbella;Cymbella hebridica;;hebridica;
CM013A;Kütz.;1844;Cymbella;Cymbella helvetica;;helvetica;
XXC971;EDDI Salinity Training Set;2001;Cymbella;Cymbella helvetica (agg.);x;helvetica (agg.);
AF_1909;Kütz.;;Cymbella;Cymbella helvetica + varieties;;helvetica + varieties;
CM021C;(Ehrenb.) Kütz.;1844;Cymbella;Cymbella heteropleura;;heteropleura;
CM040A;Manguin;1960;Cymbella;Cymbella hilliardii;;hilliardii;
CM033A;Krasske;1923;Cymbella;Cymbella hustedtii;;hustedtii;
CM008A;Grun. ex Cleve;1894;Cymbella;Cymbella hybrida;;hybrida;
CM008B;Krammer;1985;Cymbella;Cymbella hybrida var. lanceolata;;hybrida;lanceolata
CM047A;Grun. in Cleve & Moller;1878;Cymbella;Cymbella incerta;;incerta;
F_CM101B;Grun. in Cleve & Moller;1878;Cymbella;Cymbella incerta;;incerta;
XXC950;Grun. in Cleve & Moller;1878;Cymbella;Cymbella incerta;;incerta;
CM012A;Naegeli ex Kütz.;1849;Cymbella;Cymbella laevis;;laevis;
CM041A;(Ag.) Ag.;1830;Cymbella;Cymbella lanceolata;;lanceolata;
FSN026;(Ag.) Ag.;1830;Cymbella;Cymbella lanceolata;;lanceolata;
CM027A;(Ehr.) Grun.;;Cymbella;Cymbella leptoceras;;leptoceras;
CM086C;(Ehrenb.) Kütz.;1844;Cymbella;Cymbella leptoceros;;leptoceros;
CM048A;W. Sm. in Grev.;1855;Cymbella;Cymbella lunata;;lunata;
CM057A;Cholnocky;;Cymbella;Cymbella mesiana;;mesiana;
CM004A;Grun. in Van Heurck;1880;Cymbella;Cymbella microcephala fo. microcephala;;microcephala;
CM031A;Hilse ex Rabenh.;1862;Cymbella;Cymbella minuta;;minuta;
XXA981;EDDI Global Training Set;2001;Cymbella;Cymbella minuta (agg.);x;minuta (agg.);
SW_CMSE;;;Cymbella;Cymbella minuta fo.  semicircularis;;minuta;
CM031B;(Choln.) Reimer in Patr. & Reimer;1975;Cymbella;Cymbella minuta var. pseudogracilis;;minuta;pseudogracilis
CM031C;(Bleisch ex Rabenh.) Reimer in Patr. & Reimer;1975;Cymbella;Cymbella minuta var. silesiaca;;minuta;silesiaca
CM024A;Hust.;;Cymbella;Cymbella muelleri;;muelleri;
F_CM101A;Grun. ex Cleve;1881;Cymbella;Cymbella naviculacea;;naviculacea;
CM009A;Auersw. ex Heib.;1863;Cymbella;Cymbella naviculiformis;;naviculiformis;
CM092A;Grun. in A. Schmidt;1875;Cymbella;Cymbella norvegica;;norvegica;
CM093A;;;Cymbella;Cymbella obscura;;obscura;
CM036A;Greg.;1856;Cymbella;Cymbella obtusa;;obtusa;
CM039A;Kütz.;1844;Cymbella;Cymbella obtusiuscula;;obtusiuscula;
CM011A;(W. Sm.) Kirchner;1878;Cymbella;Cymbella parva;;parva;
CM010A;A. Cleve;1895;Cymbella;Cymbella perpusilla;;perpusilla;
CM045A;(Berkeley) Brun;1880;Cymbella;Cymbella prostrata;;prostrata;
CM030A;Reimer;1966;Cymbella;Cymbella proxima;;proxima;
B_ZZZ999;FB;;Cymbella;Cymbella pseudolapponica;;pseudolapponica;
CM056A;Haworth;1974;Cymbella;Cymbella pseudonorvegica;;pseudonorvegica;
CM023A;Grun. ex A. Schmidt;1875;Cymbella;Cymbella pusilla;;pusilla;
CM113A;Krammer;1985;Cymbella;Cymbella reichardtii;;reichardtii;
CM099A;Grun. ex A. Schmidt;1875;Cymbella;Cymbella reinhardtii;;reinhardtii;
CM101B;W. Sm.;1853;Cymbella;Cymbella scotica;;scotica;
CM101A;(Grun. ex Cleve) R. Ross;1947;Cymbella;Cymbella scotica var. naviculacea;;scotica;naviculacea
CM103A;Bleisch ex Rabenh.;1864;Cymbella;Cymbella silesiaca;;silesiaca;
CM003A;Greg.;1856;Cymbella;Cymbella sinuata fo. sinuata;;sinuata;
CM9999;;;Cymbella;Cymbella sp.;;sp.;
CM9992;PIRLA;1985;Cymbella;Cymbella sp1 (PIRLA);x;sp1 (PIRLA);
CM9995;PIRLA;1985;Cymbella;Cymbella sp1 (PIRLA);x;sp1 (PIRLA);
CM106A;A. Cleve-Euler;1934;Cymbella;Cymbella sphaerophora;;sphaerophora;
AF_1929;Hust.;;Cymbella;Cymbella spicula;;spicula;
CM050A;Grun. in Van Heurck;1880;Cymbella;Cymbella subaequalis;;subaequalis;
CM107A;Krammer;1982;Cymbella;Cymbella subcuspidata;;subcuspidata;
AF_1916;Cholnoky;;Cymbella;Cymbella theronii;;theronii;
AF_1921;;;Cymbella;Cymbella thienemanii;;thienemanii;
CM037A;(A. Mayer) Hust.;1945;Cymbella;Cymbella thumensis;;thumensis;
CM042A;(Breb. ex Kütz.) Grun. in Van Heurck;1880;Cymbella;Cymbella tumida;;tumida;
CM109A;Grun. ex A. Schmidt;1875;Cymbella;Cymbella tumidula;;tumidula;
XXG953;EDDI TP Training Set;2001;Cymbella;Cymbella tumidula (agg.);x;tumidula (agg.);
CM109CM;Krammer;1985;Cymbella;Cymbella tumidula var. lancettula;;tumidula;lancettula
SW_CTLA;Krammer;1985;Cymbella;Cymbella tumidula var. lancettula;;tumidula;lancettula
CM002A;Greg.;1856;Cymbella;Cymbella turgida;;turgida;
CM001A;Kütz.;1844;Cymbella;Cymbella ventricosa;;ventricosa;
AF_1919;(Scmidt) Cleve;;Cymbella;Cymbella yarrensis;;yarrensis;
CN001A;Hust.;1950;Cymbellonitzschia;Cymbellonitzschia diluviana;;diluviana;
XXC981;EDDI Salinity Training Set;2001;Denticula;Denticula elegans (agg.);x;elegans (agg.);
DE002A;Kütz.;1844;Denticula;Denticula elegans var. elegans;;elegans;elegans
DE003A;Grun.;;Denticula;Denticula kuetzingii;;kuetzingii;
DE9999;;;Denticula;Denticula sp.;;sp.;
DE001A;Kütz.;1844;Denticula;Denticula tenuis;;tenuis;
FSN028;;;Denticula;Denticula tenuis;;tenuis;
DE001B;(Naegeli ex Kütz.) W. & G.S.West;1901;Denticula;Denticula tenuis var. crassula;;tenuis;crassula
AF_2001;Brun.;;Denticula;Denticula vanheurckii;;vanheurckii;
DA007A;(Grun.) Mann;1990;Diadesmis;Diadesmis perpusilla;;perpusilla;
DT005A;(Ehrenb.) Kirchner;1878;Diatoma;Diatoma anceps;;anceps;
DT010A;Kütz.;1844;Diatoma;Diatoma ehrenbergii;;ehrenbergii;
DT001A;(Lyngb.) Ag.;1824;Diatoma;Diatoma elongatum;;elongatum;
XXC980;EDDI Salinity Training Set;2001;Diatoma;Diatoma elongatum (agg.);x;elongatum (agg.);
DT001D;(Ag.) Van Heurck;1885;Diatoma;Diatoma elongatum var. tenue;;elongatum;tenue
AF_2101;(Lyngbye) Agardh;;Diatoma;Diatoma elongatum+ varieties;;elongatum+ varieties;
DT002A;(Roth) Heib.;1863;Diatoma;Diatoma hyemale;;hyemale;
DT002B;(Ehrenb.) Kirchner;1878;Diatoma;Diatoma hyemale var. mesodon;;hyemale;mesodon
DT9987M;(Roth) Heilberg;1863;Diatoma;Diatoma hyemalis;;hyemalis;
DT021A;(Ehrenber) Kützing;1844;Diatoma;Diatoma mesodon;;mesodon;
DT9988M;(Ehrenberg) Kützing;1844;Diatoma;Diatoma mesodon;;mesodon;
FSN029;(Ehrenber) Kützing;1844;Diatoma;Diatoma mesodon;;mesodon;
DT022A;Kütz;1933;Diatoma;Diatoma moniliformis;;moniliformis;
DT9998M;Bory;1824;Diatoma;Diatoma sp.;;sp.;
DT9999;;;Diatoma;Diatoma sp.;;sp.;
DT004A;Ag.;1812;Diatoma;Diatoma tenue;;tenue;
DT004B;Lyngb.;1819;Diatoma;Diatoma tenue var. elongatum;;tenue;elongatum
DT004CM;Agardh;1812;Diatoma;Diatoma tenuis;;tenuis;
SW_DITE;Agardh;;Diatoma;Diatoma tenuis;;tenuis;
DT003A;Bory;1824;Diatoma;Diatoma vulgare;;vulgare;
DT003F;Grun. in Van Heurck;1881;Diatoma;Diatoma vulgare var. lineare;;vulgare;lineare
SW_DVUL;Bory 1824;;Diatoma;Diatoma vulgaris;;vulgaris;
XXC937;EDDI Salinity Training Set;2001;Diatoma;Diatoma vulgaris (agg.);x;vulgaris (agg.);
XXG952;EDDI TP Training Set;2001;Diatoma;Diatoma vulgaris (agg.);x;vulgaris (agg.);
AF_2102;Bory;;Diatoma;Diatoma vulgaris + v. linearis + v. ehrenbergi;;vulgaris + v. linearis + v. ehrenbergi;
DT003HM;;;Diatoma;Diatoma vulgaris subsp. elongatum;;vulgaris;
DI001A;Grev.;1855;Diatomella;Diatomella balfouriana fo. balfouriana;;balfouriana;
DI9999;;;Diatomella;Diatomella sp.;;sp.;
DM001A;(Greg.) Ralfs in Pritch.;1861;Dimeregramma;Dimeregramma fulvum;;fulvum;
DP018A;Cleve;1894;Diploneis;Diploneis boldtiana;;boldtiana;
DP9998M;S. Wunsam;;Diploneis;Diploneis cf. elliptica;;elliptica;
DP009A;(Kütz.) Cleve;1894;Diploneis;Diploneis elliptica;;elliptica;
DP010A;(Ehrenb.) Cleve;1894;Diploneis;Diploneis finnica;;finnica;
DP012A;Hust.;1922;Diploneis;Diploneis marginestriata;;marginestriata;
DP9997M;Hustedt;1945;Diploneis;Diploneis modica;;modica;
SW_DMOD;Hustedt;1945;Diploneis;Diploneis modica;;modica;
DP007A;(Naegeli ex Kütz.) R. Ross;1947;Diploneis;Diploneis oblongella;;oblongella;
SW_DOBL;(Naegeli ex Kütz.) R. Ross;1947;Diploneis;Diploneis oblongella;;oblongella;
DP003A;(Breb.) Cleve;1894;Diploneis;Diploneis oculata;;oculata;
DP001A;(Hilse) Cleve;1894;Diploneis;Diploneis ovalis;;ovalis;
XXC970;EDDI Salinity Training Set;2001;Diploneis;Diploneis ovalis (agg.);x;ovalis (agg.);
AF_2303;(Hilse) Cleve;;Diploneis;Diploneis ovalis + v. oblongella;;ovalis + v. oblongella;
DP001B;(Naegeli ex Kütz.) Cleve;1894;Diploneis;Diploneis ovalis var. oblongella;;ovalis;oblongella
DP065A;Cleve;1891;Diploneis;Diploneis parma;;parma;
DP9996M;Cleve;1891;Diploneis;Diploneis parma;;parma;
DP053A;Hust.;1930;Diploneis;Diploneis pseudovalis;;pseudovalis;
DP005A;(Breb. ex W. Sm.) Cleve;1894;Diploneis;Diploneis smithii;;smithii;
DP9999;;;Diploneis;Diploneis sp.;;sp.;
E_ZZZ985;J. Reed (Spain);;Diploneis;Diploneis sp1;x;sp1;
E_ZZZ986;J. Reed (Spain);;Diploneis;Diploneis sp2;x;sp2;
E_ZZZ984;J. Reed (Spain);;Diploneis;Diploneis sp3;x;sp3;
DP061A;Cleve;1894;Diploneis;Diploneis subovalis;;subovalis;
EY003A;Grun. ex Cleve;1891;Encyonema;Encyonema hebridicum;;hebridicum;
EY010A;(Cholnoky) Mann;1990;Encyonema;Encyonema mesianum;;mesianum;
EY011A;(Hilse in Rabenhorst) Mann;1990;Encyonema;Encyonema minutum;;minutum;
EY013A;(Krasske) Mann;1990;Encyonema;Encyonema obscurum;;obscurum;
EY014A;(Cleve) Mann;1990;Encyonema;Encyonema perpusillum;;perpusillum;
EY016A;(Bleisch in Rabenhorst) Mann;1990;Encyonema;Encyonema silesiacum;;silesiacum;
EN003A;(Ehrenb.) Ehrenb.;1845;Entomoneis;Entomoneis alata;;alata;
AF_0203;(Cleve) Krammer;;Entomoneis;Entomoneis paludosa  var. subsalina;;paludosa;subsalina
AF_0202;(W. Sm.) Reimer;;Entomoneis;Entomoneis paludosa + v. duplex;;paludosa + v. duplex;
EN9999;;;Entomoneis;Entomoneis sp.;;sp.;
XXG951;EDDI TP Training Set;2001;Epithemia;Epithemia adnata (agg.);x;adnata (agg.);
EP007A;(Kütz.) Rabenh.;1853;Epithemia;Epithemia adnata var. adnata;;adnata;adnata
EP007B;(Perag. & Herib.) Patrick;1975;Epithemia;Epithemia adnata var. minor;;adnata;minor
EP007F;(Kütz.) Hendey;1954;Epithemia;Epithemia adnata var. proboscidea;;adnata;proboscidea
EP003A;(Ehrenb.) Kütz.;1844;Epithemia;Epithemia argus;;argus;
AF_2407;Hilse;;Epithemia;Epithemia goeppertiana;;goeppertiana;
EP005A;W. Sm.;1850;Epithemia;Epithemia hyndmanii;;hyndmanii;
EP021A;Carruthers;1864;Epithemia;Epithemia smithii;;smithii;
EP001A;Kütz.;1844;Epithemia;Epithemia sorex;;sorex;
XXC979;EDDI Salinity Training Set;2001;Epithemia;Epithemia sorex (agg.);x;sorex (agg.);
AF_2404;Kütz.;;Epithemia;Epithemia sorex + v. gracilis;;sorex + v. gracilis;
EP9999;;;Epithemia;Epithemia sp.;;sp.;
EP004A;(Ehrenb.) Kütz.;1844;Epithemia;Epithemia turgida;;turgida;
XXG950;EDDI TP Training Set;2001;Epithemia;Epithemia turgida (agg.);x;turgida (agg.);
EP004B;(Ehrenb.) Brun;1880;Epithemia;Epithemia turgida var. granulata;;turgida;granulata
EU044A;Fusey;1953;Eunotia;Eunotia acmocephala;;acmocephala;
EU061A;Berg;1939;Eunotia;Eunotia antiqua;;antiqua;
EU013A;Ehrenb.;1837;Eunotia;Eunotia arcus;;arcus;
EU014A;Ehrenb.;1854;Eunotia;Eunotia bactriana;;bactriana;
EU007A;W. Sm.;1856;Eunotia;Eunotia bidentula;;bidentula;
EU022A;Kütz.;1849;Eunotia;Eunotia bigibba;;bigibba;
A_ZZZ961;Grun. in Van Heurck;1881;Eunotia;Eunotia bigibba  var. pumila;;bigibba;pumila
EU022B;Grun. in Van Heurck;1881;Eunotia;Eunotia bigibba var. pumila;;bigibba;pumila
EU070A;(Ehrenb.) F.W. Mills;1934;Eunotia;Eunotia bilunaris;;bilunaris;
XXG949;EDDI TP Training Set;2001;Eunotia;Eunotia bilunaris (agg.);x;bilunaris (agg.);
EU070B;LB & Norpel;1991;Eunotia;Eunotia bilunaris var. mucophila;;bilunaris;mucophila
EU9940;Scoat Tarn (EYH);1991;Eunotia;Eunotia cf. bidentula;;bidentula;
EU9969;UCL;1987;Eunotia;Eunotia cf. denticulata/lapponica;;denticulata/lapponica;
EU9978;L. na h'Achlaise (RJF);1987;Eunotia;Eunotia cf. exigua v. 1 (tenella);;exigua v. 1 (tenella);
EU9962;Cranmer Pond (RJF);1988;Eunotia;Eunotia cf. exigua v. 2 (kummer);;exigua v. 2 (kummer);
AF_2508;F. Gasse;;Eunotia;Eunotia cf. incisa;;incisa;
PT991;EDDI Global Training Set;2001;Eunotia;Eunotia cf. incisa (agg.);x;incisa (agg.);
EU9979;L. Achlaise (RJF);1986;Eunotia;Eunotia cf. meisteri v. 1 (pusilla);;meisteri v. 1 (pusilla);
EU9937;H. Bennion;1992;Eunotia;Eunotia cf. pectinalis;;pectinalis;
EU9948;Coire Fhionn L. (RJF);1988;Eunotia;Eunotia cf. pseudopectinalis;;pseudopectinalis;
EU9951;Hoylandet (RJF);1988;Eunotia;Eunotia cf. steineckii;;steineckii;
EU9960;L. Dee (RJF);1988;Eunotia;Eunotia cf. tenella/paludosa;;tenella/paludosa;
EU9961;Round L. Glenhead (RJF);1988;Eunotia;Eunotia cf. vanheurckii v. 1;;vanheurckii v. 1;
EU9936;H. Bennion;1992;Eunotia;Eunotia cf. veneris;;veneris;
FSN072;NORD-CHILL;1997;Eunotia;Eunotia cf. veneris;;veneris;
EU109A;Norpel & LB;1991;Eunotia;Eunotia circumborealis;;circumborealis;
FSN031;Norpel & LB;1991;Eunotia;Eunotia circumborealis;;circumborealis;
EU049A;(Kütz.) Lagerst.;1884;Eunotia;Eunotia curvata;;curvata;
AF_2504;Kütz.;;Eunotia;Eunotia curvata + v.subarcuata;;curvata + v.subarcuata;
EU049D;A. Berg (Cleve Euler);;Eunotia;Eunotia curvata var. attenuata;;curvata;attenuata
EU049B;(Naegeli ex Kütz.) Woodhead & Tweed;1954;Eunotia;Eunotia curvata var. subarcuata;;curvata;subarcuata
AF_2512;Hust.;;Eunotia;Eunotia damasii;;damasii;
EU015A;(Breb. ex Kütz.) Rabenh.;1864;Eunotia;Eunotia denticulata;;denticulata;
EU015B;Hust.;1932;Eunotia;Eunotia denticulata var. fennica;;denticulata;fennica
EU016A;Ehrenb.;1837;Eunotia;Eunotia diodon;;diodon;
EU043A;Ostr.;1910;Eunotia;Eunotia elegans;;elegans;
EU057A;A. Berg ex A. Cleve-Euler;1953;Eunotia;Eunotia exgracilis;;exgracilis;
EU009A;(Breb. ex Kütz.) Rabenh.;1864;Eunotia;Eunotia exigua;;exigua;
PT990;EDDI Global Training Set;2001;Eunotia;Eunotia exigua (agg.);x;exigua (agg.);
XXG964;EDDI TP Training Set;2001;Eunotia;Eunotia exigua (agg.);x;exigua (agg.);
EU009D;Hust.;1930;Eunotia;Eunotia exigua var. bidens;;exigua;bidens
EU009C;Oestrup;1910;Eunotia;Eunotia exigua var. tridentula;;exigua;tridentula
EU009F;Magdeberg;1926;Eunotia;Eunotia exigua var. undulata;;exigua;undulata
EU010A;(Ehrenb.) Grun. in Van Heurck;1881;Eunotia;Eunotia faba;;faba;
EU025A;A. Cleve;1895;Eunotia;Eunotia fallax;;fallax;
EU025B;Krasske;;Eunotia;Eunotia fallax var. gracillima;;fallax;gracillima
FSN079;NORD-CHILL;1997;Eunotia;Eunotia fallax var. groenlandica;;fallax;groenlandica
EU017A;Kütz.;1849;Eunotia;Eunotia flexuosa;;flexuosa;
EU018A;Ehrenb.;1843;Eunotia;Eunotia formica;;formica;
EU024A;Meister;1912;Eunotia;Eunotia glacialis;;glacialis;
EU030A;(Ehrenb.) Rabenh.;1864;Eunotia;Eunotia gracilis;;gracilis;
EU054A;Ehrenb.;1854;Eunotia;Eunotia hexaglyphis;;hexaglyphis;
EU019A;Foged;1970;Eunotia;Eunotia iatriaensis;;iatriaensis;
EU107A;Norpel, Lange-Bertalot & Alles;1991;Eunotia;Eunotia implicata;;implicata;
EU047A;W. Sm. ex Greg.;1854;Eunotia;Eunotia incisa;;incisa;
XXG965;EDDI TP Training Set;2001;Eunotia;Eunotia incisa (agg.);x;incisa (agg.);
EU108A;(Hust) Norpel, Lange-Bertalot & Alles;1991;Eunotia;Eunotia intermedia;;intermedia;
EU042A;Grun. ex A. Cleve;1895;Eunotia;Eunotia lapponica;;lapponica;
EU006A;(Ehrenb.) Grun. in Van Heurck;1881;Eunotia;Eunotia lunaris;;lunaris;
EU006B;(Naegeli ex Kütz.) Grun. in Van Heurck;1881;Eunotia;Eunotia lunaris var. subarcuata;;lunaris;subarcuata
EU035A;(W. Sm.) Rabenh.;1864;Eunotia;Eunotia major;;major;
EU020A;Hust.;1930;Eunotia;Eunotia meisteri;;meisteri;
EU020B;Hust.;1930;Eunotia;Eunotia meisteri var. bidens;;meisteri;bidens
EU028A;Krasske ex Hust.;1932;Eunotia;Eunotia microcephala;;microcephala;
EU028B;(A. Mayer) Hust.;;Eunotia;Eunotia microcephala var. tridentata;;microcephala;tridentata
EU110A;(Kütz) Grunow in Van Heurck;1881;Eunotia;Eunotia minor;;minor;
EU056A;A. Cleve-Euler;1934;Eunotia;Eunotia minutissima;;minutissima;
XXG947;EDDI TP Training Set;2001;Eunotia;Eunotia monodon (agg.);x;monodon (agg.);
EU008A;Ehrenb.;1843;Eunotia;Eunotia monodon fo. monodon;;monodon;
EU008D;(W. Sm.) Hust.;1932;Eunotia;Eunotia monodon var. bidens;;monodon;bidens
F_EU058B;(W. Sm.) Hust.;1932;Eunotia;Eunotia monodon var. bidens;;monodon;bidens
