TaxonId;Authority;Year;Genus;TaxonName;Informal;Species;Variety
AC151A;Manguin in Gourelly & Manguin;1954;Achnanthes;Achnanthes abundans;;abundans;
AC012A;Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes affinis;;affinis;
AC046A;(Poretzky) A. Cleve-Euler;1953;Achnanthes;Achnanthes altaica;;altaica;
AC156A;Hustedt;1952;Achnanthes;Achnanthes amoena;;amoena;
AF_0125;;;Achnanthes;Achnanthes arenaria;;arenaria;
AC014A;Hust.;1922;Achnanthes;Achnanthes austriaca;;austriaca;
AC014C;Hust.;1933;Achnanthes;Achnanthes austriaca var. helvetica;;austriaca;helvetica
AC014B;L. Grannoch (RJF);1986;Achnanthes;Achnanthes austriaca var. minor;;austriaca;minor
AC037A;Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes biasolettiana;;biasolettiana;
XXG959;EDDI TP Training Set;2001;Achnanthes;Achnanthes biasolettiana (agg.);x;biasolettiana (agg.);
AC037B;Lange-Bertalot;1989;Achnanthes;Achnanthes biasolettiana var. subatomus;;biasolettiana;subatomus
AC045A;Hust.;1952;Achnanthes;Achnanthes bicapitata;;bicapitata;
AC141A;Germain;1957;Achnanthes;Achnanthes bioretii;;bioretii;
XXC986;EDDI Salinity Training Set;2001;Achnanthes;Achnanthes brevipes (agg.);x;brevipes (agg.);
AF_0102;(Kütz.) Cleve;1896;Achnanthes;Achnanthes brevipes + v. intermedia;x;brevipes + v. intermedia;
AC058C;(Kütz.) Cleve;1896;Achnanthes;Achnanthes brevipes var. intermedia;;brevipes;intermedia
AC005A;Cleve;1891;Achnanthes;Achnanthes calcar;;calcar;
AC152A;Lange-Bertalot;1990;Achnanthes;Achnanthes carissima;;carissima;
AC165A;Bily & Marvan;1959;Achnanthes;Achnanthes catenata;;catenata;
AC9975;L. Grannoch (RJF);1988;Achnanthes;Achnanthes cf. altaica  var. minor;;altaica;minor
AC9965;Uaine (VJJ);1988;Achnanthes;Achnanthes cf. austriaca  var. alpina;;austriaca;alpina
AC9989M;S. Wunsam;;Achnanthes;Achnanthes cf. daui;;daui;
C_Achdel;J. Reed (Caspian dataset);;Achnanthes;Achnanthes cf. delicatula;;delicatula;
AC9993;L. Augher (NJA);1984;Achnanthes;Achnanthes cf. flexella;;flexella;
AC9962M;S. Wunsam;;Achnanthes;Achnanthes cf. helvetica;;helvetica;
AC9987M;S. Wunsam;;Achnanthes;Achnanthes cf. holsatica;;holsatica;
A_ZZZ942;N. Cameron (ALPE);;Achnanthes;Achnanthes cf. imperfecta (Stavsvatn);;imperfecta (Stavsvatn);
AC9960;H. Bennion;1992;Achnanthes;Achnanthes cf. kryophila;;kryophila;
AC9997;N. Cameron (ALPE);;Achnanthes;Achnanthes cf. lapidosa;;lapidosa;
AC9996;N. Cameron (ALPE);;Achnanthes;Achnanthes cf. levanderi;;levanderi;
AC9959;H. Bennion;1992;Achnanthes;Achnanthes cf. linearis;;linearis;
B_ZZZ983;H. Bennion;1992;Achnanthes;Achnanthes cf. linearis;;linearis;
A_ZZZ980;L. Chon (NJA);1988;Achnanthes;Achnanthes cf. marginulata;;marginulata;
AC9968;Uaine (VJJ);1988;Achnanthes;Achnanthes cf. marginulata  fo. major;;marginulata;
AC9963;SWAP Sweden (IR & NJA);1989;Achnanthes;Achnanthes cf. marginulata (coarse);;marginulata (coarse);
A_ZZZ995;N. Cameron (ALPE);;Achnanthes;Achnanthes cf. marginulata (rounded central area, flattish valve);;marginulata (rounded central area, flattish valve);
A_ZZZ993;N. Cameron (ALPE);;Achnanthes;Achnanthes cf. marginulata (small) fo. major;;marginulata (small);
A_ZZZ994;N. Cameron (ALPE);;Achnanthes;Achnanthes cf. marginulata (square ended form);;marginulata (square ended form);
AC9948;P. Rioual;1998;Achnanthes;Achnanthes cf. microscopica/curtissima;;microscopica/curtissima;
AC9961;H. Bennion;1992;Achnanthes;Achnanthes cf. minutissima;;minutissima;
S_ZZZ996;VJJ (Svalbard);1992;Achnanthes;Achnanthes cf. minutissima;;minutissima;
S_ZZZ997;VJJ (Svalbard);1992;Achnanthes;Achnanthes cf. minutissima;;minutissima;
AC013GM;Krammer & Lange-Bertalot Fig. 32: 27-30;1991;Achnanthes;Achnanthes cf. minutissima (1);;minutissima (1);
AC013FM;Krammer & Lange-Bertalot Fig. 32: 53-56;1991;Achnanthes;Achnanthes cf. minutissima (2);;minutissima (2);
AC9969;Groningen (RJF);1988;Achnanthes;Achnanthes cf. scotica/marginulata;;scotica/marginulata;
AC166A;Hohn & Hellerman;1963;Achnanthes;Achnanthes chlidanos;;chlidanos;
FSN003;Hohn & Hellerman;1963;Achnanthes;Achnanthes chlidanos;;chlidanos;
AC006A;Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes clevei;;clevei;
AC023A;A. Mayer;1919;Achnanthes;Achnanthes conspicua;;conspicua;
AC060A;J.R. Carter;1963;Achnanthes;Achnanthes curtissima;;curtissima;
AC9985M;J.R. Carter;1963;Achnanthes;Achnanthes curtissima;;curtissima;
A_ac42;Lange Bertalot;1989;Achnanthes;Achnanthes daonensis;;daonensis;
A_ZZZ960;Lange Bertalot;1989;Achnanthes;Achnanthes daonensis;;daonensis;
AC167A;Lange Bertalot;1989;Achnanthes;Achnanthes daonensis;;daonensis;
FSN004;Lange Bertalot;1989;Achnanthes;Achnanthes daonensis;;daonensis;
AC016A;Kütz.;;Achnanthes;Achnanthes delicatula;;delicatula;
XXC996;EDDI Salininty Training Set;2001;Achnanthes;Achnanthes delicatula (agg.);x;delicatula (agg.);
XXG975;EDDI TP Training Set;2001;Achnanthes;Achnanthes delicatula (agg.);x;delicatula (agg.);
AC016B;(Kütz.) Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes delicatula subsp. delicatula;;delicatula;
AC016C;(Grun. in Cleve & Grun.) Lange-Bertalot & Ruppel;1980;Achnanthes;Achnanthes delicatula subsp. hauckiana;;delicatula;
AC168A;(Grunow) LB in LB & Ruppel;1980;Achnanthes;Achnanthes delicatula subsp. hauckiana;;delicatula;
AC024A;(Cleve) Hust.;1933;Achnanthes;Achnanthes depressa;;depressa;
AC042A;Hohn & Hellermann;1963;Achnanthes;Achnanthes detha;;detha;
UME426;T. Korsman;;Achnanthes;Achnanthes detha (minor);x;detha (minor);
AC039A;Hust.;1933;Achnanthes;Achnanthes didyma fo. didyma;;didyma;
AC155A;Messikommer;1954;Achnanthes;Achnanthes distincta;;distincta;
AF_0122;Cholnoky;;Achnanthes;Achnanthes engelbrechtii;;engelbrechtii;
AC008A;Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes exigua;;exigua;
XXC949;EDDI Salininty Training Set;2001;Achnanthes;Achnanthes exigua (agg.);x;exigua (agg.);
AC008B;Krasske;1923;Achnanthes;Achnanthes exigua var. heterovalva;;exigua;heterovalva
AC065A;Kütz.;1833;Achnanthes;Achnanthes exilis;;exilis;
AC025A;(Kütz.) Brun;1880;Achnanthes;Achnanthes flexella;;flexella;
XXG958;EDDI TP Training Set;2001;Achnanthes;Achnanthes flexella (agg.);x;flexella (agg.);
AC025B;Brun;1880;Achnanthes;Achnanthes flexella var. alpestris;;flexella;alpestris
AC159A;Hakansson;1978;Achnanthes;Achnanthes fogedii;;fogedii;
AC026A;Hust. in A. Schmidt;1937;Achnanthes;Achnanthes frigida;;frigida;
F_AC077A;Hust. in A. Schmidt;1937;Achnanthes;Achnanthes frigida;;frigida;
AC041A;Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes gibberula;;gibberula;
AC158A;Hohn & Hellerman;1963;Achnanthes;Achnanthes grana;;grana;
AC073A;Krasske;1925;Achnanthes;Achnanthes grimmei;;grimmei;
A_ZZZ959;;;Achnanthes;Achnanthes grischiana;;grischiana;
AC169A;Wuthrich;1975;Achnanthes;Achnanthes grischuna;;grischuna;
AC010A;Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes hauckiana;;hauckiana;
AC163A;(Hustedt) Lange-Bertalot in LB & K;1989;Achnanthes;Achnanthes helvetica;;helvetica;
AC9979M;(Hustedt) Lange-Bertalot;1989;Achnanthes;Achnanthes helvetica;;helvetica;
B_ZZZ998;(Hustedt) Lange-Bertalot in LB & K;1989;Achnanthes;Achnanthes helvetica;;helvetica;
AC134A;Flower and Jones;1989;Achnanthes;Achnanthes helvetica var. alpina;;helvetica;alpina
AC176A;Lange-Bertalot & Krammer;1989;Achnanthes;Achnanthes hintzii;;hintzii;
AC177A;Hust;1936;Achnanthes;Achnanthes holsatica;;holsatica;
AC9988M;Hustedt;1936;Achnanthes;Achnanthes holsatica;;holsatica;
FSN006;Hust;1936;Achnanthes;Achnanthes holsatica;;holsatica;
AC027A;Cleve;1881;Achnanthes;Achnanthes holstii;;holstii;
AC032A;(Grun.) Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes hungarica;;hungarica;
AC077A;Grun.;1884;Achnanthes;Achnanthes hyperborea;;hyperborea;
AC154A;Schimanski;1978;Achnanthes;Achnanthes imperfecta;;imperfecta;
AC153A;Lange-Bertalot;1989;Achnanthes;Achnanthes impexa;;impexa;
FSN007;;;Achnanthes;Achnanthes impexiformis;;impexiformis;
AC078A;(Kütz.) Grun.;1868;Achnanthes;Achnanthes inflata;;inflata;
AC170A;Herib.;1903;Achnanthes;Achnanthes joursacense;;joursacense;
AC081A;Hust.;1930;Achnanthes;Achnanthes kolbei;;kolbei;
AC082A;Krasske;1943;Achnanthes;Achnanthes kriegeri;;kriegeri;
AC017A;J.B. Petersen;1924;Achnanthes;Achnanthes kryophila;;kryophila;
AC142A;Lange-Bertalot;1989;Achnanthes;Achnanthes kuelbsii;;kuelbsii;
AC146A;Lange-Bertalot & Krammer;1989;Achnanthes;Achnanthes lacus-vulcani;;lacus-vulcani;
AC083A;Ostr.;1910;Achnanthes;Achnanthes laevis;;laevis;
AC083BM;(Oestrup) Lange-Bertalot;1989;Achnanthes;Achnanthes laevis  var. quadratera;;laevis;quadratera
XXG957;EDDI TP Training Set;2001;Achnanthes;Achnanthes laevis (agg.);x;laevis (agg.);
AC001A;(Breb. ex Kütz.) Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes lanceolata;;lanceolata;
TS993;EDDI Global Training Set;2001;Achnanthes;Achnanthes lanceolata (agg.);x;lanceolata (agg.);
XXC995;EDDI Salininty Training Set;2001;Achnanthes;Achnanthes lanceolata (agg.);x;lanceolata (agg.);
XXG978;EDDI TP Training Set;2001;Achnanthes;Achnanthes lanceolata (agg.);x;lanceolata (agg.);
SW_ALBP;(Hohn & Hellerman) LB;1991;Achnanthes;Achnanthes lanceolata subsp. biporoma;;lanceolata;
AC001R;Lange-Bertalot;1991;Achnanthes;Achnanthes lanceolata subsp. frequentissima;;lanceolata;
AC001C;Cleve;1891;Achnanthes;Achnanthes lanceolata var. elliptica;;lanceolata;elliptica
AC001B;(Ostr.) Hust.;1911;Achnanthes;Achnanthes lanceolata var. rostrata;;lanceolata;rostrata
AC043A;Krasske;1929;Achnanthes;Achnanthes lapidosa;;lapidosa;
AC038A;(Hust.) Hust.;1933;Achnanthes;Achnanthes lapponica;;lapponica;
AC018A;Hust.;1933;Achnanthes;Achnanthes laterostrata;;laterostrata;
AC085A;Hust.;1950;Achnanthes;Achnanthes lauenbergiana;;lauenbergiana;
AC044A;Hust.;1933;Achnanthes;Achnanthes levanderi;;levanderi;
AC086A;Grun.;1881;Achnanthes;Achnanthes lilljeborgii;;lilljeborgii;
AC002A;(W. Sm.) Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes linearis;;linearis;
F_AD009A;(W. Sm.) Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes linearis;;linearis;
AC091A;Hust.;1933;Achnanthes;Achnanthes lutheri;;lutheri;
AC022A;Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes marginulata;;marginulata;
XXU894;EDDI pH Training Set;2001;Achnanthes;Achnanthes marginulata (agg.);x;marginulata (agg.);
AC003A;(Kütz.) Cleve;1896;Achnanthes;Achnanthes microcephala;;microcephala;
AC013A;Kütz.;1833;Achnanthes;Achnanthes minutissima;;minutissima;
FSN001;NORD-CHILL;1997;Achnanthes;Achnanthes minutissima;;minutissima;
AF_0101;Grun. L-B;;Achnanthes;Achnanthes minutissima  var. affinis;;minutissima;affinis
AC013HM;(Meister) Lange-Bertalot;1989;Achnanthes;Achnanthes minutissima  var. gracillima;;minutissima;gracillima
AC013KM;Oestrup;1910;Achnanthes;Achnanthes minutissima  var. inconspicua;;minutissima;inconspicua
AC013IM;Hustedt;1937;Achnanthes;Achnanthes minutissima  var. macrocephala;;minutissima;macrocephala
AC9989;John Anderson (PhD);1986;Achnanthes;Achnanthes minutissima (agg.);x;minutissima (agg.);
XXA999;EDDI Global Training Set;2001;Achnanthes;Achnanthes minutissima (agg.);x;minutissima (agg.);
XXC987;EDDI Salinity Training Set;2001;Achnanthes;Achnanthes minutissima (agg.);x;minutissima (agg.);
XXG997;EDDI TP Training Set;2001;Achnanthes;Achnanthes minutissima (agg.);;minutissima (agg.);
XXU999;EDDI pH Training Set;2001;Achnanthes;Achnanthes minutissima (agg.);x;minutissima (agg.);
AC013JM;(Grunow) Lange-Bertalot;1989;Achnanthes;Achnanthes minutissima var. affinis;;minutissima;affinis
SW_AMAF;(Grunow) Lange-Bertalot;;Achnanthes;Achnanthes minutissima var. affinis;;minutissima;affinis
AC013B;Grun. in Van Heurck;1880;Achnanthes;Achnanthes minutissima var. cryptocephala;;minutissima;cryptocephala
SW_AMGR;(Meister) Lange-Bertalot;;Achnanthes;Achnanthes minutissima var. gracillima;;minutissima;gracillima
AC013C;(Rabenh.) Lange-Bertalot & Ruppel;1980;Achnanthes;Achnanthes minutissima var. jackii;;minutissima;jackii
SW_AMMA;Hustedt;;Achnanthes;Achnanthes minutissima var. macrocephala;;minutissima;macrocephala
AC013E;Hust.;1937;Achnanthes;Achnanthes minutissima var. robusta;;minutissima;robusta
SW_AMSA;Kobayasi et Mayama;;Achnanthes;Achnanthes minutissima var. saprophila;;minutissima;saprophila
AC9964;(Carter) Lange-Bertalot;1988;Achnanthes;Achnanthes minutissima var. scotica;;minutissima;scotica
AC9964M;(Carter) Lange-Bertalot;1989;Achnanthes;Achnanthes minutissima var. scotica;;minutissima;scotica
SW_AMSC;(Carter) Lange-Bertalot;1989;Achnanthes;Achnanthes minutissima var. scotica;;minutissima;scotica
SW_AMIA;(K&LB 2/4, Tafel 32, Figur 53-56);;Achnanthes;Achnanthes minutissima var. Sippe;;minutissima;Sippe
AC148A;Lange-Bertalot;1989;Achnanthes;Achnanthes modestiformis;;modestiformis;
AC135A;Krasske;1939;Achnanthes;Achnanthes mollis;;mollis;
AC098A;Krasske;1929;Achnanthes;Achnanthes montana;;montana;
FSN008;;;Achnanthes;Achnanthes nitidiformis;;nitidiformis;
AC019A;A. Cleve-Euler;1900;Achnanthes;Achnanthes nodosa;;nodosa;
AC143A;Ostr.;1902;Achnanthes;Achnanthes oblongella;;oblongella;
F_AC028A;Ostr.;1902;Achnanthes;Achnanthes oblongella;;oblongella;
AC007A;(A. Cleve-Euler) Hust.;1930;Achnanthes;Achnanthes oestrupii;;oestrupii;
AC011A;Brun & Herib. in Herib.;1893;Achnanthes;Achnanthes peragalli;;peragalli;
AC105A;Hust.;1937;Achnanthes;Achnanthes petersenii;;petersenii;
F_AC035B;Hust.;1936;Achnanthes;Achnanthes petersenii;;petersenii;
AC049A;Hust.;1930;Achnanthes;Achnanthes ploenensis;;ploenensis;
AC004A;J.R. Carter;1963;Achnanthes;Achnanthes pseudoswazi;;pseudoswazi;
AC035A;Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes pusilla;;pusilla;
PT989;EDDI Global Training Set;2001;Achnanthes;Achnanthes pusilla (agg.);;pusilla (agg.);
XXG963;EDDI TP Training Set;2001;Achnanthes;Achnanthes pusilla (agg.);x;pusilla (agg.);
AC035B;;;Achnanthes;Achnanthes pusilla var. petersenii;;pusilla;petersenii
AC115B;(Ostr.) R. Ross in Hartley;1986;Achnanthes;Achnanthes quadratarea var. quadratarea;;quadratarea;quadratarea
AC172A;Leclercq;1983;Achnanthes;Achnanthes rechtensis;;rechtensis;
AC9984M;Lange-Bertalot;1989;Achnanthes;Achnanthes rosenstockii;;rosenstockii;
FSN009;Lange-Bertalot;1989;Achnanthes;Achnanthes rosenstockii;;rosenstockii;
SW_AROK;Lange-Bertalot;1989;Achnanthes;Achnanthes rosenstockii;;rosenstockii;
AC116A;Hust.;1954;Achnanthes;Achnanthes rossii;;rossii;
AC031A;Ostr.;1903;Achnanthes;Achnanthes rostrata;;rostrata;
AC118A;Krasske;1932;Achnanthes;Achnanthes rupestris;;rupestris;
AC119A;J.R. Carter in J.R. Carter & Watts;1981;Achnanthes;Achnanthes saccula;;saccula;
AC028A;Krasske in Hust.;1933;Achnanthes;Achnanthes saxonica;;saxonica;
AC048A;Jones & Flower;;Achnanthes;Achnanthes scotica;;scotica;
AC9999;;;Achnanthes;Achnanthes sp.;;sp.;
AF_0115;F. Gasse-Africa;;Achnanthes;Achnanthes sp. bolossat;;sp. bolossat;
C_Achsp1;J. Reed (Caspian dataset);;Achnanthes;Achnanthes sp1;x;sp1;
FSN010;NORD-CHILL;1997;Achnanthes;Achnanthes sp1;;sp1;
C_Achsp2;J. Reed (Caspian dataset);;Achnanthes;Achnanthes sp2;x;sp2;
AC9962;PIRLA;;Achnanthes;Achnanthes sp3 (PIRLA);;sp3 (PIRLA);
AC9981;L. Uaine (VJJ);1987;Achnanthes;Achnanthes sp5;;sp5;
AC9994;L. Augher (NJA);1984;Achnanthes;Achnanthes spA;;spA;
AC9958;H. Bennion;1992;Achnanthes;Achnanthes spB;;spB;
AC9990;L. Fleet (NJA);1986;Achnanthes;Achnanthes spB;;spB;
AC9957;H. Bennion;1992;Achnanthes;Achnanthes spC;;spC;
AC173A;(Krasske) Krasske;1949;Achnanthes;Achnanthes stolida;;stolida;
AC178A;Lamge-Bertalot;1996;Achnanthes;Achnanthes straubiana;;straubiana;
AC136A;(Hust.) Lange-Bertalot & Archibald in Krammer & Lange-Bertalot;1985;Achnanthes;Achnanthes subatomoides;;subatomoides;
F_AC042A;(Hust.) Lange-Bertalot & Archibald in Krammer & Lange-Bertalot;1985;Achnanthes;Achnanthes subatomoides;;subatomoides;
AC174A;Hustedt;1934;Achnanthes;Achnanthes subexigua;;subexigua;
AC9961M;Hustedt;1934;Achnanthes;Achnanthes subexigua;;subexigua;
AF_0118;Hust.;;Achnanthes;Achnanthes subhudsonis;;subhudsonis;
AC029A;Hust.;1936;Achnanthes;Achnanthes sublaevis;;sublaevis;
F_AC161A;Hust.;1936;Achnanthes;Achnanthes sublaevis;;sublaevis;
AC034A;Hust.;1933;Achnanthes;Achnanthes suchlandtii;;suchlandtii;
AC130A;Grun. in Cleve & Grun.;1880;Achnanthes;Achnanthes taeniata;;taeniata;
AC160A;Rabenhorst (Schoenfeld);1907;Achnanthes;Achnanthes thermalis;;thermalis;
AC132A;(W. Sm.) Grun. in Van Heurck;1880;Achnanthes;Achnanthes trinodis;;trinodis;
AC030A;J.R. Carter;1970;Achnanthes;Achnanthes umara;;umara;
A_ac22;(Krasske) Lange-Bertalot;1989;Achnanthes;Achnanthes ventralis;;ventralis;
A_ZZZ975;(Krasske) Lange-Bertalot;1989;Achnanthes;Achnanthes ventralis;;ventralis;
AC161A;(Krasske) Lange-Bertalot;1989;Achnanthes;Achnanthes ventralis;;ventralis;
SW_AZIE;Lange-Bertalot;1991;Achnanthes;Achnanthes ziegleri;;ziegleri;
ACT01A;Lewis;;Actinella;Actinella punctata;;punctata;
F_AT001A;Lewis;;Actinella;Actinella punctata;;punctata;
AT001A;(Greg. ex Grev.) Hust. ex VanLand.;1967;Actinocyclus;Actinocyclus normanii fo. normanii;;normanii;
AT9999;;;Actinocyclus;Actinocyclus sp.;;sp.;
AT012A;(Greg.) Ralfs in Pritch.;1861;Actinocyclus;Actinocyclus subtilis;;subtilis;
AP004A;(Krasske) Hust.;1954;Amphipleura;Amphipleura kriegerana;;kriegerana;
AP001A;(Kütz.) Kütz.;1844;Amphipleura;Amphipleura pellucida;;pellucida;
AP002A;(Trentepohl ex Roth) Cleve;1894;Amphipleura;Amphipleura rutilans;;rutilans;
AI021A;J.W. Bail.;1851;Amphiprora;Amphiprora ornata;;ornata;
AI9999;;;Amphiprora;Amphiprora sp.;;sp.;
AM002A;Kütz.;1844;Amphora;Amphora acutiuscula;;acutiuscula;
AM9992M;Krammer;1980;Amphora;Amphora aequalis;;aequalis;
AM018A;Greg.;1857;Amphora;Amphora angusta;;angusta;
XXC985;EDDI Salinity Training Set;2001;Amphora;Amphora arcus (agg.);x;arcus (agg.);
AF_0312;Gregory;;Amphora;Amphora arcus + v. sulcata;;arcus + v. sulcata;
AM021B;A.Schmidt;;Amphora;Amphora arcus var. sulcata;;arcus;sulcata
AM118A;Hohn & Hellermann;1963;Amphora;Amphora bullatoides;;bullatoides;
AF_0313;Giffen;;Amphora;Amphora castellata;;castellata;
C_Ampco2;J. Reed (Caspian dataset);;Amphora;Amphora cf. coffaeaformis;;coffaeaformis;
AF_0388;(Tunise L.BK EH53);;Amphora;Amphora cf. coffeaeformis;;coffeaeformis;
AF_0380;Hust.;;Amphora;Amphora cf. holsatica;;holsatica;
AM9987;J. Reed;1994;Amphora;Amphora cf. libyca (type 1 small);;libyca (type 1 small);
AM9986;J. Reed;1994;Amphora;Amphora cf. libyca (type 2 large);;libyca (type 2 large);
AF_0387;(Tunisie L.BK);;Amphora;Amphora cf. micrometra;;micrometra;
C_Ampmi2;J. Reed (Caspian dataset);;Amphora;Amphora cf. micrometra;;micrometra;
AM9988;Lor (JR);1994;Amphora;Amphora cf. montana;;montana;
AM9985;Mojon Blanco (JR);1994;Amphora;Amphora cf. sp1 (acutiuscula);;sp1 (acutiuscula);
AM9990;Grande VFA (JR);1994;Amphora;Amphora cf. subcapitata;;subcapitata;
AM9991;Gallocanta (JR);1994;Amphora;Amphora cf. tenarescens/tenerrima;;tenarescens/tenerrima;
AM006A;(Ag.) Kütz.;1844;Amphora;Amphora coffeaeformis;;coffeaeformis;
XXC948;EDDI Salinity Training Set;2001;Amphora;Amphora coffeaeformis (agg.);x;coffeaeformis (agg.);
AM006E;(Kütz.) Cleve;1896;Amphora;Amphora coffeaeformis var. borealis;;coffeaeformis;borealis
AF_0333;Cholnoky;;Amphora;Amphora cognata;;cognata;
AM007A;Grun. in Van Heurck;1880;Amphora;Amphora commutata;;commutata;
AM123A;Cholnoky;;Amphora;Amphora cymbamphora;;cymbamphora;
AM039A;Krasske ex Hust.;1930;Amphora;Amphora delicatissima;;delicatissima;
AM049A;Greg.;1857;Amphora;Amphora exigua;;exigua;
AM010A;Krammer;1985;Amphora;Amphora fogediana;;fogediana;
FSN011;Krammer;1985;Amphora;Amphora fogediana;;fogediana;
AM065A;Hust.;1930;Amphora;Amphora holsatica;;holsatica;
AM066A;Kütz.;1844;Amphora;Amphora hyalina;;hyalina;
AF_0314;;;Amphora;Amphora inaequistriata;;inaequistriata;
AM013A;Krammer;;Amphora;Amphora inariensis;;inariensis;
AM011A;Ehr.;;Amphora;Amphora libyca;;libyca;
XXA982;EDDI Global Training Set;2001;Amphora;Amphora libyca (agg.);x;libyca (agg.);
AM074A;Ehrenb.;1838;Amphora;Amphora lineolata;;lineolata;
XXC984;EDDI Salinity Training Set;2001;Amphora;Amphora lineolata (agg.);x;lineolata (agg.);
AF_0319;Ehr.;;Amphora;Amphora lineolata + v. plicata;;lineolata + v. plicata;
AM121B;P.Sanchez;1993;Amphora;Amphora margalefi var. lacustris;;margalefi;lacustris
AF_0315;Schmidt;;Amphora;Amphora mexicana + v. major;;mexicana + v. major;
AM122A;Giffen;;Amphora;Amphora micrometra;;micrometra;
AM084A;Krasske;1932;Amphora;Amphora montana;;montana;
AM005A;Rabenh.;1864;Amphora;Amphora normanii;;normanii;
AM090B;Breb. ex Kütz.;1849;Amphora;Amphora ostrearia;;ostrearia;
AM001A;(Kütz.) Kütz.;1844;Amphora;Amphora ovalis;;ovalis;
AF_0335;Gasse;;Amphora;Amphora ovalis  var. tallingii;;ovalis;tallingii
XXC914;EDDI Salinity Training Set;2001;Amphora;Amphora ovalis (agg.);x;ovalis (agg.);
AF_0325;Kütz.;;Amphora;Amphora ovalis + v. affinis +  Amphora libyca;;ovalis + v. affinis +  Amphora libyca;
AM001D;(Kütz.) Van Heurck;1885;Amphora;Amphora ovalis var. affinis;;ovalis;affinis
AM001C;(Ehrenb. ex Kütz.) Cleve;1896;Amphora;Amphora ovalis var. libyca;;ovalis;libyca
AM001B;(Kütz.) Van Heurck;1885;Amphora;Amphora ovalis var. pediculus;;ovalis;pediculus
AM012A;(Kütz.) Grun.;;Amphora;Amphora pediculus;;pediculus;
XXA987;EDDI Global Training Set;2001;Amphora;Amphora pediculus (agg.);x;pediculus (agg.);
XXG982;EDDI TP Training Set;2001;Amphora;Amphora pediculus (agg.);x;pediculus (agg.);
AM003A;(Grun. in Van Heurck) Grun. in Van Heurck;1884;Amphora;Amphora perpusilla;;perpusilla;
AF_0331;Greg.;;Amphora;Amphora proteus v. oculata;;proteus v. oculata;
AM100A;Kitton ex A. Schmidt;1876;Amphora;Amphora rhombica;;rhombica;
AF_0381;Reimer;;Amphora;Amphora sabiniana;;sabiniana;
AF_0382;Grun.;;Amphora;Amphora schmidtii;;schmidtii;
AF_0375;Frenguelli;;Amphora;Amphora somalica;;somalica;
AM9999;;;Amphora;Amphora sp.;;sp.;
C_Ampsp1;J. Reed (Caspian dataset);;Amphora;Amphora sp1;x;sp1;
S_ZZZ983;VJJ (Svalbard);;Amphora;Amphora sp1 (SBAT);x;sp1 (SBAT);
AF_0384;VOIR L.Ben Khelifa (1989), pl. 15, fig. 15;;Amphora;Amphora sp1 (Tunisie L.BK);x;sp1 (Tunisie L.BK);
AF_0385;VOIR L.Ben Khelifa (1989), pl. 14, fig. 17-18;;Amphora;Amphora sp2;x;sp2;
C_Ampsp2;J. Reed (Caspian dataset);;Amphora;Amphora sp2;x;sp2;
AF_0332;Juhlin-Dannfelt;;Amphora;Amphora staurophora;;staurophora;
AM124A;Hust.;;Amphora;Amphora strigosa;;strigosa;
AF_0351;Hust.;;Amphora;Amphora submontana;;submontana;
AF_0383;;;Amphora;Amphora subsalsoides;;subsalsoides;
AF_0360;Hust.;;Amphora;Amphora subturgida;;subturgida;
AM110A;Aleem & Hust.;1951;Amphora;Amphora tenerrima;;tenerrima;
AM008A;(Mayer) A. Cleve;;Amphora;Amphora thumensis;;thumensis;
AM004A;Kütz.;1844;Amphora;Amphora veneta;;veneta;
XXC988;EDDI Salinity Training Set;2001;Amphora;Amphora veneta (agg.);x;veneta (agg.);
AF_0370;Kütz.;;Amphora;Amphora veneta + v. capitata;;veneta + v. capitata;
AN005A;(Kütz.) Hust.;1959;Anomoeoneis;Anomoeoneis costata;;costata;
AN9999;;;Anomoeoneis;Anomoeoneis sp.;;sp.;
AN009A;(Ehrenb.) Pfitz.;1871;Anomoeoneis;Anomoeoneis sphaerophora;;sphaerophora;
XXC947;EDDI Salinity Training Set;2001;Anomoeoneis;Anomoeoneis sphaerophora (agg.);x;sphaerophora (agg.);
AN009D;(Kütz) Schmid;1977;Anomoeoneis;Anomoeoneis sphaerophora fo. costata;;sphaerophora;
AN009C;O. Müller;1899;Anomoeoneis;Anomoeoneis sphaerophora var. guntheri;;sphaerophora;guntheri
AN009B;(Ehrenb.) O. Müll.;1899;Anomoeoneis;Anomoeoneis sphaerophora var. sculpta;;sphaerophora;sculpta
AN006A;(Grun. in Van Heurck) Hust.;1930;Anomoeoneis;Anomoeoneis styriaca;;styriaca;
